CORBETT	 (to LeMalle) No shooting.  Let's see who's so interested in us.	MITCHELL	 (to Corbett) Ain't worth it, Ben...					Arctic Blue 
ERIC	 Shut up!	CORBETT	 (to Anne Marie)	ERIC	 We're moving.  Let's go.			Arctic Blue 
ERIC	 You'll catch a chill by that dumb waiter shaft.  Sit on the cot. (hands her the .44) Keep this pointed at him if I get preoccupied.	(CONTINUED)		168  CONTINUED:				Arctic Blue 
VIKING BOB	 (calls out) Ben?  Ben Corbett?	(CONTINUED)		170  CONTINUED:				Arctic Blue 
VIKING BOB	 Look, we pull Ben's ass out of the fire, I'll get you a whole damn crate of Snickers bars.	LEMALLE	 (insulted) I'm right fuckin' here with you.					Arctic Blue 
ERIC	 Answer and I'll shoot!	CORBETT	 You kill me, you sign your death warrant. (re Anne Marie) And hers.					Arctic Blue 
LEMALLE	 (calls out) You hear me?  Ben?	VIKING BOB	 (to LeMalle) Ease off.  We do this my way.	VIKING BOB	 (continuing; calls out) Whoever's holding Ben Corbett, listen to me: we just want to know he's okay.  He is, nobody gets hurt.			Arctic Blue 
ERIC	 Say you're okay.  Tell them I'll kill you if they rush us.	CORBETT	 (shouts through window) Bob?					Arctic Blue 
(CONTINUED)		178  CONTINUED:	 (smiles) Be rude to let that happen after you kept me from freezing back there.	ANNE MARIE	 (to Eric) He's right about the snow.  We're blind.	VIKING BOB (OS)	 Ben?	Arctic Blue 
178  CONTINUED:	 (smiles) Be rude to let that happen after you kept me from freezing back there.	ANNE MARIE	 (to Eric) He's right about the snow.  We're blind.	VIKING BOB (OS)	 Ben?	CORBETT	 At least your girl had the sense to jump ship.  Too bad she's the only one small enough to fit through that dumb waiter.	Arctic Blue 
ERIC	 Your infrared camera?	ANNE MARIE	 (nods) Technology in the wilderness. Only problem is talking to you on your way to the landing strip.	ERIC	 I've got an idea.  We'll have to work fast.			Arctic Blue 
VIKING BOB	 There's what they're waiting on!	MITCHELL	 (smiles tightly) They'll have to come right past us.					Arctic Blue 
186  CONTINUED:		ANNE MARIE (OS)	 (over PA) They're moving toward you!					Arctic Blue 
ANNE MARIE (OS)	 (over PA) They're fanning out.	LEMALLE	 (to Viking Bob) Kenai's PA -- but how the fuck she seein' us?	VIKING BOB	 Doesn't matter.  We know where they're going.  C'mon.	(CONTINUED)		Arctic Blue 
203  CONTINUED:		ANNE MARIE	 (gasping) Don't make me shoot.	ANNE MARIE	 (continuing) We're going to Sam's cabin.  You can stay in the jail until this is over.	LEMALLE	 Want to chance it with that hog-leg?  You can't even hold it up.  Better drop me first shot, bitch, or I'll rip your fuckin' lungs out.	Arctic Blue 
205  CONTINUED:		KENAI	 (disgusted) Lookit this damn mess.  Where in hell's Wilder?	NEFF	 (after a beat) Dead.  Trappers killed him.	KENAI	 Aw, Jesus.  Told you this was trouble. (to Meyerling) What about you, big shot?  Do something.  Who's side are you on, anyway?	Arctic Blue 
KENAI	 (disgusted) Lookit this damn mess.  Where in hell's Wilder?	NEFF	 (after a beat) Dead.  Trappers killed him.	KENAI	 Aw, Jesus.  Told you this was trouble. (to Meyerling) What about you, big shot?  Do something.  Who's side are you on, anyway?	MEYERLING	 Hey, I thought you people loved Corbett and his wild men!	Arctic Blue 
NEFF	 (after a beat) Dead.  Trappers killed him.	KENAI	 Aw, Jesus.  Told you this was trouble. (to Meyerling) What about you, big shot?  Do something.  Who's side are you on, anyway?	MEYERLING	 Hey, I thought you people loved Corbett and his wild men!	KENAI	 This shoot-'em-up shit is bad for business.  I'm sick of it.	Arctic Blue 
NEFF	 Well... two of the trappers are down already --	MEYERLING	 (suddenly on the bandwagon) -- One left; three of us.  Let's finish it.	NEFF	 What about Eric Desmond?	MEYERLING	 I'll handle him.	Arctic Blue 
LEMALLE	 (whispers) Over there...	MITCHELL	 (whispers) Hold it.  You might hit Ben.	LEMALLE	 Bullshit.  I hit what I'm aiming at.	MITCHELL	 Let 'em come closer first...	Arctic Blue 
MITCHELL	 Glad to see you're okay.  I told LeMalle not to shoot. (tries to smile) Had some fine seasons, didn't we...	CORBETT	 (to Eric) Fifteen years on the trail with this man, I never saw him rise to anger.	CORBETT	 (continuing; bitterly) Your first kill.  How does it taste?			Arctic Blue 
MEYERLING	 Nobody wants any more killings; we all agree to that, correct? (no one argues) That's good.  Now, Eric, you're gonna hand your prisoner over to us.	ERIC	 Fuck you.	MEYERLING	 This isn't your concern.  It's over, here and now.			Arctic Blue 
MEYERLING	 This isn't your concern.  It's over, here and now.	CORBETT	 (to Meyerling) Sure, when you put a bullet in my back on the way out.  Easier for all involved.	MEYERLING	 Not a bad idea.  Face it, Ben. There's no room in Alaska for you any more.	MEYERLING	 (continuing) You're as antiquated as this shit.	Arctic Blue 
212  CONTINUED:  (2)		ERIC	 (continuing) Anybody moves and I'll shoot!	ERIC	 (continuing) Can you walk?	CORBETT	 Wound's a through-and-through. Missed my liver, I think.	Arctic Blue 
ERIC	 How come you didn't let him shoot me?	CORBETT	 (softly) Like I said, I'd still be up on that mountain, frozen solid, it wasn't for you.	ERIC	 We'll get you to a hospital, soon as we get to Fairbanks.	(CONTINUED)		Arctic Blue 
