A STAGE MANAGER	 takes a nervous peek through the curtains to check the audience-- it's a full house. He holds a prop umbrella in one hand, anxiously checks his watch in the other. He looks on both wings of the stage-- and then relief floods his face as he sees The Man in the Grey Suit hurrying over to him. The Stage Manager wordlessly hands him the umbrella and signals to a stagehand in the background. The curtains start to OPEN and the MURMUR of the audience dies down. 1 pg. 2 5   INT. BROADWAY THEATER - THE STAGE - CONTINUOUS                5 The man with the umbrella stands on the empty stage, a single light on him. He is "PROLOGUE". (We will see the same actor later as the "Prologue" of Henry V). "Prologue" regards his audience for a   beat before:	PROLOGUE	 Soul of the Age! The applause, delight, the wonder of our stage! Our Shakespeare, rise... (beat, repeating) Our Shakespeare... For he is all of ours, is he not? The most performed playwright of all time! The author of 37 plays, 154 sonnets, and several epic poems that are collectively known as the ultimate expressions of humanity in the English language. And yet... And yet... (beat) Not a single manuscript of any kind has ever been found written in Shakespeare's own hand. In four hundred years, not one document-- be it poem, play, diary or even a simple letter. (beat) He was born the son of a glove-maker, and at some unknown time, armed with but an elementary school education, he went to London where, the story goes, he became an actor and eventually a playwright.	OFF STAGE	 A stagehand takes a wooden hammer and beats against a flat metal pate, creating the SOUNDS of THUNDER. Another stagehand starts to lift shutters in front of a stage light back and forth to create LIGHTNING STRIKES.			Anonymous 
OXFORD	 That is all we have to give at the moment. The matter over, Oxford goes back to his writing.	ANNE	 (furious) Edward. Edward! Speak to me! Our family is in financial ruins, and, and you, you play the flute while Rome burns! Oxford turns. pg. 57	OXFORD	 Nero fiddled whilst Rome burned. And then he goes back to writing.			Anonymous 
SHAKESPEARE	 "From ancient grudge break to new mutiny, Where civil blood makes civil hands unclean." (no longer reading) Incredible!! The whole bloody thing in verse?!	JONSON	 (nonchalant) It's really not that difficult, if you try.	SHAKESPEARE	 And have you ever tried? Jonson gives him a sharp look, and pauses to pick some onions from a stand. Shakespeare notices a BUXOM BLONDE women selling apples at the next stand. pg. 59			Anonymous 
JONSON	 You can't play Romeo. Jonson leaves the stall, and continues down the street. Shakespeare hesitates, then gives the girl a dazzling smile. She smiles back, then Shakespeare runs after Jonson.	SHAKESPEARE	 (to Jonson) Why not? I won't let that oaf Spencer have another go at one of my roles. No-- only Will Shakespeare can pump the life into Romeo's veins. (grins at another passing girl) And his cod piece! (beat, desperate) Ben-- Ben! I'm an actor, every inch of me, down to my very toes... I want- - no, I need, crave-- to act. I can't just idle the day by with--	JONSON	 So bloody well act like a writer! And for God's sake, keep off the stage. Writers don't have time to act. pg. 60			Anonymous 
MARLOWE	 (to Nashe) Do what?	NASHE	 (a little drunk) A play in iambic, in iambic pen...in- bic-pentameter. It's not that hard.	JONSON	 Think you so? Have you ever tried?	NASHE	 Of course not. But I could if I wanted...	Anonymous 
NASHE	 Ha!   See!   Even easier! Shakespeare enters and makes a bee line for them.	SHAKESPEARE	 (excited) Henslowe wants "Romeo" to run a fortnight. (unbelievable news) A fortnight! Innkeeper! A round for everybody! Inkeeper!! (no response) Billy!!! And Shakespeare goes over to the bar. pg. 68	NASHE	 A fortnight?			Anonymous 
ROBERT CECIL	 But we cannot maintain our authority if the mob thinks us laughing stocks--	WILLIAM CECIL	 (angry) Our authority comes from Elizabeth and from God! Elizabeth! Elizabeth is the key to all. Robert Cecil looks hurt by his father's anger.	WILLIAM CECIL (CONT'D)	 (gentler) Robert... You must think deeper. You must compensate. Compensate for your... malformations... with the gifts God did grant you... With cunning. With ruthlessness. William Ceci pushes a hidden button on the side of his desk-- a spring loaded secret drawer POPS open. Robert Cecil has never seen it before. Cecil produces a folded piece of parchment from the drawer, offers it to Robert Cecil. pg. 74			Anonymous 
ROBERT CECIL	 I will reply to him?	WILLIAM CECIL	 I am dying, Robert-- (before Robert can protest) We both know this to be true. And I will not witness the next coronation.					Anonymous 
WILLIAM CECIL (CONT'D)	 Like Essex, Edward must be removed.	ROBERT CECIL	 (confused) Edward? William Cecil is slowly falling asleep...	WILLIAM CECIL	 He uses the tools at his disposal, as we use the tools at ours. But ours will win... as they always have.	ROBERT CECIL	 (more confused) I-- I don't understand, father.    What does Edward--	Anonymous 
WILLIAM CECIL	 He uses the tools at his disposal, as we use the tools at ours. But ours will win... as they always have.	ROBERT CECIL	 (more confused) I-- I don't understand, father.    What does Edward--	WILLIAM CECIL	 Edward seeks what we seek.   To choose the next King. Off Robert Cecil's surprised face we hear:	YOUNG ELIZABETH (O.S.)	 I am with child...	Anonymous 
WILLIAM CECIL	 He must never know. 71   INT. CECIL HOUSE - PRIVATE CHAPEL - DAY                   71 A simple, cold space, like William Cecil himself. William Cecil is alone in prayer. A few beats, then he senses he is not alone. He turns and sees Young Oxford (still 20).	YOUNG OXFORD	 What have you done?	WILLIAM CECIL	 I am praying.			Anonymous 
WILLIAM CECIL	 I am praying.	YOUNG OXFORD	 (ignoring him) She won't see me! I've gone to her chambers three times, and she will not receive me. And now she's gone! William Cecil regards Young Oxford for a beat, then stands.	WILLIAM CECIL	 She's on Progress. With this he leaves the chapel.			Anonymous 
MARLOWE (CONT'D)	 Why do you think Will hasn't been arrested? You or I make the slightest joke about a nobleman of no consequence, and we find ourselves in a cell quicker than a fart spreads in the trade winds. Will-- he murders a caricature of old William Cecil himself, and still whores all the way to Westminster and back.	JONSON	 (shrugs) Perhaps they haven't noticed.. Jonson gets up and walks towards the door.	MARLOWE	 I made sure they did... Jonson turns around.	JONSON	 You informed on one of your own?   To the Tower?	Anonymous 
JONSON	 Why are you here, Kit?	MARLOWE	 (smiles) So who did write it? You?   No.    You'd take credit for it. No... pg. 80	MARLOWE (CONT'D)	 It must be someone who wants their anonymity protected. Someone who might even pay to have it protected. Jonson is getting nervous.			Anonymous 
JONSON	 You reported on me as well, didn't you, Kit? Last year. That's why I was arrested, wasn't it? Because you went to the Tower?	MARLOWE	 (lying) Ben, Ben... I had nothing to do with that. Jonson studies Marlowe for a beat and then walks away.	MARLOWE (CONT'D)	 Ben-- I'll just go to Will! He'll tell me because he has so much more to lose than you. Fame. Fortune. And you'll profit nothing from it. Nothing! But Jonson is gone. pg. 81			Anonymous 
ESSEX	 (pointing) If the Rebels have stripped the northern borders... Then we must march south... and take Cahir Castle... The SERVANT stays in the background as he pours wine into various goblets. Southampton notices him-- the servant's hand shakes as he pours the wine.	GENERAL	 (clears throat, uncomfortable) My lord. `Tis a well-defended fortress.    Two thousand men at least. We cannot-- Southampton notices the Servant's shaking hand slipping into a pocket as--	ESSEX	 So what would you have me do? Spend the entire spring encamped? I am sent to Ireland to end this infernal rebellion, not idle my days with--	SOUTHAMPTON	 Robert! In an instant Southampton draws a silver engraved pistol and SHOOTS the servant! Everyone is shocked-- but then we see:	Anonymous 
ESSEX	 shares a look with Southampton. 75   EXT. OXFORD STONE - GARDEN - DAY                           75 To Establish. A foggy day. In the Foreground we see the maze. Oxford and his fencing master, BEAULIEU (20's) are in the center of the maze dueling with rapiers for exercise.	CLOSER	 They wear outfits that are slightly more protective than ornamental. They duel for a few moments, and then Oxford TOUCHES Beaulieu's shoulder. The speak entirely in French.	BEAULIEU	 Point! Oxford backs off, as does the fencing master.			Anonymous 
BEAULIEU	 Point! Oxford backs off, as does the fencing master.	OXFORD	 (in French) Bien. Faisons du travail... le Coup droit d'autorit?	BEAULIE	 Mais oui, mon seigneur.	OXFORD	 Bien.    En garde! And they once again begin to duel. But we quickly surmise something is amiss. Beaulieu is much more aggressive than he was before. Oxford realizes it, but is an expert swordsman, and defends himself well. And then Beaulieu aggressively moves forward, and STABS Oxford in the leg.	Anonymous 
SHAKESPEARE	 Bad bet, that.	JONSON	 (to Shakespeare) You'll have to make do with what you've got. I won't be your beggar. pg. 86 Shakespeare gives him a look to kill.	SHAKESPEARE	 This isn't a request, Ben.   I'll have more money.			Anonymous 
JONSON	 I know he went to see you last night, Will. And I know he was planning to expose you if you didn't agree to his terms.	SHAKESPEARE	 (dead serious) You're mad, Ben. Kit was my friend.	JONSON	 Be careful, Will. You kill me off too, and you won't have any good plays to act in after this is all done. Some of the spectators BOO while others CHEER, and--	SHAKESPEARE	 I'll have my guineas, Ben. One way or another, I'll have my guineas. And he gets up and leaves as the--	Anonymous 
SHAKESPEARE	 My lord-- I- I need more money.	OXFORD	 (sharp) I beg your pardon?	SHAKESPEARE	 My expenses have, ah, aggrandized... since this all began.	OXFORD	 "Aggrandized"?	Anonymous 
FRANCESCO	 Out. Get out! How dare you insult my master in--	OXFORD	 Wait! (beat) How much? Shakespeare looks at Francesco, then Oxford.	SHAKESPEARE	 Four hundred pounds. A year.	FRANCESCO	 A year?	Anonymous 
YOUNG OXFORD	 Banished...?	WILLIAM CECIL	 No. You have the freedom of the kingdom. Just not of the Court. (beat) Those are her terms. Here are mine. You will go back to my daughter. You will make some effort to make her happy and you will finally act according to your station in life, and accept the responsibilities of your great title. Oxford reluctantly NODS.    William Cecil goes to leave.	YOUNG OXFORD	 My lord!     I, too, have a condition. William Cecil turns.	YOUNG OXFORD (CONT'D)	 I will go back to your daughter if... You tell me the name of the child.	Anonymous 
YOUNG OXFORD	 No.   The other one. Cecil's face goes to stone.	WILLIAM CECIL	 The other one? (realizing) Who told you? pg. 93 Cecil is obviously annoyed by this development.	YOUNG OXFORD	 I will go back to your daughter. I will make you as many grandchildren as she can bare... William Cecil thinks.			Anonymous 
WILLIAM CECIL	 Make even a hint of this to the child, or anyone else, and this agreement is void, and I'll see your head on the block within a fortnight. And the boy's as well.	YOUNG OXFORD	 (excited) It's a boy...?					Anonymous 
YOUNG OXFORD	 (excited) It's a boy...? 89   EXT. CECIL HOUSE - GARDEN - DAY                             89 Young Oxford (cleaned up) is watching a BOY about five years old dueling with a tutor. The boy is quite good. The boy notices Young Oxford, and stops duelling.	BOY	 Hello...	YOUNG OXFORD	 Hello. Young Oxford smiles at the boy.			Anonymous 
BOY	 I shall be the Earl of Southampton.	YOUNG OXFORD	 (smiling) Well then, we shall be Earls together, shan't we?					Anonymous 
ELIZABETH	 Bring him to me, William.   Bring him to me at once!	ROBERT CECIL	 (correcting) Robert, majesty. Elizabeth stares at him for an instant, then gets into her carriage, unsure of herself.	ROBERT CECIL (CONT'D)	 My father's death has been a great loss for us all... She ignores him, trying to collect herself. Robert Cecil turns to the driver, NODS, and the carriage takes off. As soon as it is away, Robert Cecil turns and some in the crowd of commoners begin to BOO at him.			Anonymous 
NASHE	 Not without--	JONSON	 Right!? Not without right? (beat) You went to him, didn't you? You lying knave-- you went to him! Shakespeare doesn't want to discuss this with the others present.	SHAKESPEARE	 (smiles) Ben.   Ben! Let me buy you a-- He grabs Jonson's shoulder, but Jonson pushes him away.	JONSON	 What? You've already killed off one competitor. Now you want another dead as well? Shakespeare looks at the confused Nashe and Dekker nervously.	Anonymous 
JONSON	 Right!? Not without right? (beat) You went to him, didn't you? You lying knave-- you went to him! Shakespeare doesn't want to discuss this with the others present.	SHAKESPEARE	 (smiles) Ben.   Ben! Let me buy you a-- He grabs Jonson's shoulder, but Jonson pushes him away.	JONSON	 What? You've already killed off one competitor. Now you want another dead as well? Shakespeare looks at the confused Nashe and Dekker nervously.	SHAKESPEARE	 I don't know what you mean.   Ben, we should really--	Anonymous 
SHAKESPEARE	 I don't know what you mean.   Ben, we should really--	JONSON	 I swore to him I wouldn't tell you his name. Swore it! Do you have any idea what he might do to me? Do you? (to Nashe) pg. 99	JONSON (CONT'D)	 He's not even a writer you know. He can't even--			Anonymous 
OXFORD	 Oh, and congratulations. You've had an epic poem published today.	SHAKESPEARE	 (confused) Published? You mean like in a book? Renaissance MUSIC BEGINS as we--					Anonymous 
ELIZABETH (CONT'D)	 I've been foolish. Proud. Yes. Too proud. Gloriana... The Virgin Queen... A statue. Bloodless. (beat) "Thou wast begot; to beget is thy duty. By law of nature thou art bound to breed, That thine may live when thou thyself art dead"... (beat) Your father told you of the child? A beat.	ROBERT CECIL	 (hint of a smile) Which one, your majesty? Elizabeth's eyes flare in anger for an instant, then she regains composure.	ELIZABETH	 His.   Mine.   He still lives? Robert Cecil nods. pg. 108			Anonymous 
ELIZABETH (CONT'D)	 He was well placed? A nobleman?	ROBERT CECIL	 (hesitates) Yes... your majesty.	ELIZABETH	 Who? Robert Cecil hesitates.	ELIZABETH (CONT'D)	 I am your Queen! Now who is my son!!?	Anonymous 
"GLOUCESTER"	 I need a drink... And "Gloucester" heads backstage.	JONSON	 (to Burbage) Burbage. Wonderful theater. Wonderful! The best Bankside! But only one performance? Is it that bad?	BURBAGE	 Hardly, it's Will's new play. Richard the Third. We've been hired to perform it free to the public.	JONSON	 Free?	Anonymous 
BURBAGE	 Aye. Some anonymous nobleman paid for everything. God knows Will never would.   Been rehearsing all week, just found out this morning, we go up next Monday. Jonson thinks a beat-- that's odd-- but then holds up his manuscript.	JONSON	 (grins) My best so far. I guarantee more than one performance. Though I'll not pay for the tickets myself. (winks) No need to.	BURBAGE	 Sorry, Ben... Jonson looks confused. pg. 111			Anonymous 
HEMINGE	 Come on.    Better than Mephistopheles?	SPENCER	 No doubt! Your Marlowe-- god rest his soul-- is fine for your everyday scalawag, and your Jonson won't even try the hard drama. No, this is Shakespeare, for god's sake! The man knows drama. I tell you, not even the Greeks compare! (toasting) To Shakespeare! And villainy! pg. 112	ALL	 To Shakespeare! And villainy! Jonson gets up, furious, and exits, quite drunk.     The actors don't even notice him.			Anonymous 
POLE	 There's many plays to be performed next Monday, isn't there?	JONSON	 Yes, my lord, but this one is to be performed one performance, and one performance only. On Monday. All Bankside is talking of it. (beat) The History of King Richard the Third. By William Shakespeare. Pole is confused.   So? pg. 113	JONSON (CONT'D)	 He kills his brother the king, and half the royal family to get the throne for himself--			Anonymous 
DEKKER	 Wants to have an audience with the Queen. As if Cecil would ever let Essex near her now.	NASHE	 By the mass, Cecil in favor, Essex out! Who can keep up with it all!? (takes a swig) pg. 115	NASHE (CONT'D)	 Zounds, I tire of politics, politics, politics.			Anonymous 
IN THE GALLERIES	 Dekker seems surprised at the similarity to Robert Cecil.	DEKKER	 (to Nashe) Tired of politics are you? Seems you picked the wrong day to come to the theater, then... Jonson gives Dekker a sharp look.   What's going on here?	ON STAGE	 "Gloucester" addresses the audience.	"GLOUCESTER"	 Now is the winter of our discontent made glorious summer by this son of York. Grim-visaged war hath smooth'd his wrinkled front....	Anonymous 
FRANCESCO (CONT'D)	 Up with Essex! To Essex House!     To Essex House!!	JONSON	 This is what Essex is waiting for-- (realizing) Oxford is bringing him a mob. Jonson heads for the stairs.	NASHE	 Why would Oxford--	JONSON	 I don't know, I don't know! But, the Tower-- Cecil, he already knows. He knows! (looks at Francesco) I-- I have to warn them! Nashe and Dekker are baffled as Jonson rushes down the stairs.	Anonymous 
NASHE	 Why would Oxford--	JONSON	 I don't know, I don't know! But, the Tower-- Cecil, he already knows. He knows! (looks at Francesco) I-- I have to warn them! Nashe and Dekker are baffled as Jonson rushes down the stairs.	VARIOUS GROUNDLINGS	 Up with Essex! Essex! Death to Cecil!	SHAKESPEARE	 We must close the play. Now!!	Anonymous 
BURBAGE	 Close the...? Are you off your head? We can start to HEAR the audience chanting "Ess-ex,Ess- ex"...	"GLOUCESTER"	 (repeating) Fram'd... in the prodigality of nature, Young, valiant, wise, and no doubt right royal- pg. 120 "Ess-ex, Ess-ex, Ess-ex"					Anonymous 
ROBERT CECIL	 Majesty! You must away! Essex is in armed revolt! He's come to usurp you!	ELIZABETH	 (confused) Essex? I-- Edward is-- She seems like a confused old woman. pg. 124	ROBERT CECIL	 You must flee! Quickly! Majesty! He means to kill you and take your throne for himself! It takes only an instant for that to sink in. She looks enraged. And then she turns with a flurry, and heads back the way she came. The guards that were with Robert Cecil follow her.			Anonymous 
OXFORD	 You lie...	ROBERT CECIL	 Do I? (beat) Why do you think he worked so hard to become your guardian after your father died? He had it all planned years in advance. He would teach you everything he knew about statecraft, marry his daughter, and, after Elizabeth's death, proclaim you heir. His own grandchild to follow you on the throne. But he couldn't possibly predict what kind of failure you would become. How you would fail in politics, ignore your estates to the point of bankruptcy, all to write... (sneers) Poetry. (beat) Or that you would commit incest. pg. 126	ROBERT CECIL (CONT'D)	 (beat) Delicious isn't it? Right out of a Greek tragedy.			Anonymous 
OXFORD	 Elizabeth would never have--	ROBERT CECIL	 What?  Slept with her son? (beat) I don't think she ever knew, to tell you the truth. Though you never know with the Tudors. They all have had such strange tastes in bed-fellows. (beat) You could have been a king, Edward. And your son after you. Except for the fact that... you were you.					Anonymous 
OXFORD (CONT'D)	 Neither they nor I ever conspired against you. Cecil alone was our aim. He has corrupted your--	ELIZABETH	 Cecil?  He has kept me my throne! (beat) Mary, Queen of Scots... Philip, King of Spain... Four French Louis's... Eight Popes-- they all wanted my head. My throne. All of them! (beat) Yet here I remain... Because of the Cecils.	OXFORD	 We would have protected you-- pg. 130			Anonymous 
OXFORD	 Let our child live...	ELIZABETH	 (furious) All Englishmen are my children! She has a coughing fit. Oxford patiently waits until she has recovered. Finally...	ELIZABETH (CONT'D)	 Does he know? Oxford shakes his head.	ELIZABETH (CONT'D)	 And if I give him to you?	Anonymous 
OXFORD	 He will never learn of it from me. She pauses for a long moment...    And then she decides.	ELIZABETH	 He must never know... Never. (beat) Take him. Oxford dares to smile, relieved.	OXFORD	 But only after my death! Only then! When all is complete. After James is crowned king, his crown safe, only then can you claim your son... our son. (beat) This Island will be whole. pg. 131			Anonymous 
ELIZABETH	 He must never know... Never. (beat) Take him. Oxford dares to smile, relieved.	OXFORD	 But only after my death! Only then! When all is complete. After James is crowned king, his crown safe, only then can you claim your son... our son. (beat) This Island will be whole. pg. 131	OXFORD (CONT'D)	 One Island, one kingdom, one King. (with disgust) Scotsman though he be. (beat) That, that will be my final gift to my people. (beat) And I shall remain pure... Un-taken! Elizabeth again looks out a window.			Anonymous 
CECIL (CONT'D)	 And Jonson-- better him, won't you? Wipe his memory for all time. For you. And for me. Robert Cecil smiles at Jonson, who can only stare at him. Finally:	JONSON	 (sotto) I am afraid that this is not possible, my lord. Robert Cecil's smile freezes and he leaves. pg. 140					Anonymous 
ROBERT CECIL	 Of course, your majesty... The CAMERA moves away from them and we realize we are on the theater stage where we started. 166   INT. BROADWAY THEATER - STAGE - DUSK                      166 "Prologue" turns and addresses his audience (and us) in the modern theater.	PROLOGUE	 Robert Cecil remained the most powerful man in the Court of King James, though he could not prevent the public theaters from becoming ever more popular. William Shakespeare, however, spent the remaining years of his life not in the playhouses of London, but in the small town of his birth, Stratford upon Avon, as a businessman and grain merchant. (beat) pg. 142					Anonymous 
