GIRL STUDENT	 You work with your hands, don't you? An enigmatic smile.    Now, from that -- A nice working class part of town. Nothing fancy here but there's a pleasant feel. The streets are clean, the houses neat and well tended. Luther, carrying his sketchbook, walks along. It's afternoon now. Up ahead is a local bar: RED'S. Luther walks in. Nothing fancy here. Strictly working class. And relatively empty. An overweight bald man Luther's age works behind the bar. This is RED. They are good enough friends not to ask each other questions.	LUTHER	 (as they nod to each other) Redhead.	RED	 Luther. (as Luther hands him a videotape) Your life would be a whole lot simpler if you could learn to operate a V.C.R.	LUTHER	 My only failing. As he turns -- A street of   small row houses. Clean, well tended. Luther walks   toward one. Later in the afternoon. He carries half   a dozen small shopping bags, from the market, the   hardware store, the drug store, the cleaners.	Absolute-Power
SETH	 What did you have in mind?	BURTON	 You know how close he and Sullivan are? (as Seth nods) The minute anything breaks, if you'd call me, I'd tell the President. That way, he'd be the first to alert Mr. Sullivan -- it would mean a lot to him. And any red tape you want cut -- done. (as he takes out card) Here are my numbers. He turns, opens his front car door.	BURTON	 (getting in) Leads?	SETH	 Still trying to figure out what might have happened --	Absolute-Power
BURTON	 -- I loved playing Sherlock Holmes.	SETH	 (surprised) You Secret Service guys do that?	BURTON	 I was State Trooper here ten years ago before the Government got me. Seth.     It just pops out.	SETH	 You're that Bill Burton. Burton.    Embarrassed.	Absolute-Power
SETH	 You're that Bill Burton. Burton.    Embarrassed.	BURTON	 I was younger and dumber then. (quickly) Keep in touch. Seth waves as Burton drives away. Burton. He drives alertly along, turns a corner. Up ahead, a telephone repair truck has stopped. The Repairman leans out. He has a dazzling smile. He and Burton wave to each other... Quietly elegant. Two men are finishing dinner.      Walter Sullivan we know. MICHAEL McCARTY, his dinner companion, is 35, fit, handsome, beautifully dressed. He is, at present, torn by a silver tray of small French pastries.	WALTER SULLIVAN	 (noting McCarty's temptation) The chef makes them especially for me -- I promise you they're sinful. McCarty grabs one, downs it, grins sheepishly. McCARTY You're a salesman, Mr. Sullivan. Sullivan nods as they rise. Tastefully appointed, as one would expect.	WALTER SULLIVAN	 This is a new arena for me, but from what I'm told, you have a flawless reputation, Mister McCarty -- which is why I need to employ you. McCARTY Understood.	Absolute-Power
BURTON	 I was younger and dumber then. (quickly) Keep in touch. Seth waves as Burton drives away. Burton. He drives alertly along, turns a corner. Up ahead, a telephone repair truck has stopped. The Repairman leans out. He has a dazzling smile. He and Burton wave to each other... Quietly elegant. Two men are finishing dinner.      Walter Sullivan we know. MICHAEL McCARTY, his dinner companion, is 35, fit, handsome, beautifully dressed. He is, at present, torn by a silver tray of small French pastries.	WALTER SULLIVAN	 (noting McCarty's temptation) The chef makes them especially for me -- I promise you they're sinful. McCarty grabs one, downs it, grins sheepishly. McCARTY You're a salesman, Mr. Sullivan. Sullivan nods as they rise. Tastefully appointed, as one would expect.	WALTER SULLIVAN	 This is a new arena for me, but from what I'm told, you have a flawless reputation, Mister McCarty -- which is why I need to employ you. McCARTY Understood.	WALTER SULLIVAN	 I have no idea who I'm after. Until I do, you will have to wait in Washington for instructions. McCARTY Out of the question, I'm afraid. (explaining as they walk) Mine isn't particularly creative work -- I only do it because I enjoy living beyond my means. I can't afford to just sit around. A sofa.   Walter gestures for them to sit.	Absolute-Power
DAY	 PULL BACK to reveal... ... Seth and Laura, in his office.      The mug shot is on his desk, along with some folders.      Seth beckons to her.	LAURA	 (studying photo) Who is he?	SETH	 Luther Whitney -- (beat) -- one of the great thieves of the world. Seth.    The words pour out.			Absolute-Power
SETH	 Because he hasn't been arrested in thirty years.	LAURA	 (indicating mug shot) This his graduation picture from Harvard?	SETH	 (waving her off) Ancient history -- he wasn't a jewel thief back then. Just a kid, just part of a gang, a three- time loser. But since he got out the last time, he's only worked alone --	SETH (CONT'D)	 (beat) -- and no one's touched him. (shakes his head) He gets questioned whenever anything big comes up. But nothing sticks.	Absolute-Power
LAURA	 (indicating mug shot) This his graduation picture from Harvard?	SETH	 (waving her off) Ancient history -- he wasn't a jewel thief back then. Just a kid, just part of a gang, a three- time loser. But since he got out the last time, he's only worked alone --	SETH (CONT'D)	 (beat) -- and no one's touched him. (shakes his head) He gets questioned whenever anything big comes up. But nothing sticks.	LAURA	 (really excited now) Seth -- we can make this stick -- I'll bet you anything this is our guy -- a local? -- can't ask for more --	Absolute-Power
SETH (CONT'D)	 (beat) -- and no one's touched him. (shakes his head) He gets questioned whenever anything big comes up. But nothing sticks.	LAURA	 (really excited now) Seth -- we can make this stick -- I'll bet you anything this is our guy -- a local? -- can't ask for more --	SETH                                       *	 (makes a face)                                    * We've got a problem.                                     *	LAURA                                   *	 -- what? --	Absolute-Power
LAURA	 (really excited now) Seth -- we can make this stick -- I'll bet you anything this is our guy -- a local? -- can't ask for more --	SETH                                       *	 (makes a face)                                    * We've got a problem.                                     *	LAURA                                   *	 -- what? --	SETH	 Whitney hasn't killed anyone in 45 years. Laura doesn't get it.	Absolute-Power
LAURA	 Big deal, so he's a veteran.	SETH	 Not just a veteran -- a wounded veteran. (indicating folder) Got his combat record here. Battles, commendations,                                  * decorations up the kazoo.                                * Lives alone on his disability.                           * Says he does anyway.                                     * (glum)                                            * And I don't do war heroes...                             *					Absolute-Power
LUTHER	 (not looking) Boy, you must be smart.	SETH	 (really taken aback) Sorry?	LUTHER	 Usually takes a week for you guys to get to me. (turns, smiles) You look just like your picture, Seth. I'm Luther Whitney. He reaches out to shake a surprised Seth's hand -- They walk in, go to  the food line. There is, throughout, a bantering tone.   Not that it matters, but these two, in a different world,  would like each other -- they're both, in their own ways,  deeply moral men.	LUTHER	 So, do you want my confession now or after coffee? As Luther draws some coffee from an urn --	Absolute-Power
SETH	 (really taken aback) Sorry?	LUTHER	 Usually takes a week for you guys to get to me. (turns, smiles) You look just like your picture, Seth. I'm Luther Whitney. He reaches out to shake a surprised Seth's hand -- They walk in, go to  the food line. There is, throughout, a bantering tone.   Not that it matters, but these two, in a different world,  would like each other -- they're both, in their own ways,  deeply moral men.	LUTHER	 So, do you want my confession now or after coffee? As Luther draws some coffee from an urn --	SETH	 (doing the same) Before I send you away for life, I should probably check out your alibi.	Absolute-Power
LUTHER	 So, do you want my confession now or after coffee? As Luther draws some coffee from an urn --	SETH	 (doing the same) Before I send you away for life, I should probably check out your alibi.	LUTHER	 Watched the Bullets game    with Red Bransford. Prison buddy     of mine -- runs a bar -- want to    question me about the game? I'm     probably lying. They each give the cashier some money and we see a quiet table in the corner as they head for it.			Absolute-Power
SETH	 You been following the case?	LUTHER	 (nods vigorously) I love true crime --	SETH	 -- F.B.I. feels only a few guys could have handled something as hard as the Sullivan job. (touches his notebook) I've got a list here; you're on it.	LUTHER	 (nothing shows) I wish it was true. (shakes his head) Your robber actually went in the front door but came out down a rope in the dark in the middle of the night? (as Seth nods; Luther sighs) If only I could do stuff like that -- I'd be the star of my A.A.R.P. meetings. Luther and Seth as they sit.     Seth smiles, looks at Luther.	Absolute-Power
LUTHER	 (nods vigorously) I love true crime --	SETH	 -- F.B.I. feels only a few guys could have handled something as hard as the Sullivan job. (touches his notebook) I've got a list here; you're on it.	LUTHER	 (nothing shows) I wish it was true. (shakes his head) Your robber actually went in the front door but came out down a rope in the dark in the middle of the night? (as Seth nods; Luther sighs) If only I could do stuff like that -- I'd be the star of my A.A.R.P. meetings. Luther and Seth as they sit.     Seth smiles, looks at Luther.	SETH	 (beat) Luther? Why was this so hard? Luther.   Now he's surprised.    He kind of smiles.	Absolute-Power
SETH	 -- F.B.I. feels only a few guys could have handled something as hard as the Sullivan job. (touches his notebook) I've got a list here; you're on it.	LUTHER	 (nothing shows) I wish it was true. (shakes his head) Your robber actually went in the front door but came out down a rope in the dark in the middle of the night? (as Seth nods; Luther sighs) If only I could do stuff like that -- I'd be the star of my A.A.R.P. meetings. Luther and Seth as they sit.     Seth smiles, looks at Luther.	SETH	 (beat) Luther? Why was this so hard? Luther.   Now he's surprised.    He kind of smiles.	LUTHER	 You want me to help solve your case?	Absolute-Power
LUTHER	 (nothing shows) I wish it was true. (shakes his head) Your robber actually went in the front door but came out down a rope in the dark in the middle of the night? (as Seth nods; Luther sighs) If only I could do stuff like that -- I'd be the star of my A.A.R.P. meetings. Luther and Seth as they sit.     Seth smiles, looks at Luther.	SETH	 (beat) Luther? Why was this so hard? Luther.   Now he's surprised.    He kind of smiles.	LUTHER	 You want me to help solve your case?			Absolute-Power
SETH	 Just looking   for insight. How would you --   scratch that -- how would one go   about it? What kind of person do   you think I should be looking for?	LUTHER	 (like a shot) Older fella. Like me.	SETH	 (now he smiles) Because?	LUTHER	 Need patience. The secret is just research, research, research -- from everything I've read. Seth. This hasn't gone at all the way he thought -- and he's starting to get fascinated.	Absolute-Power
LUTHER	 (like a shot) Older fella. Like me.	SETH	 (now he smiles) Because?	LUTHER	 Need patience. The secret is just research, research, research -- from everything I've read. Seth. This hasn't gone at all the way he thought -- and he's starting to get fascinated.	SETH	 Research for what?	Absolute-Power
SETH	 Research for what?	LUTHER	 Well, from what I can tell on the tube, it's not a small house. (as Seth nods) There had to be an architect, right? You'd be able to tell which one from public records in the library. And once you know the office, you could break in and find the plans and Xerox them, get them back before morning.	SETH	 Not just steal them?	LUTHER	 Seth -- breaking in isn't hard -- what's hard is breaking in so no one knows you've been there. Now, after the architect, next you'd want the contractor's office -- and the security company's office. (beat) You know the skill involved breaking the security of a security company? (shakes his head) I wonder how those guys do it?	Absolute-Power
SETH	 Not just steal them?	LUTHER	 Seth -- breaking in isn't hard -- what's hard is breaking in so no one knows you've been there. Now, after the architect, next you'd want the contractor's office -- and the security company's office. (beat) You know the skill involved breaking the security of a security company? (shakes his head) I wonder how those guys do it?	SETH	 Why go to all that trouble?			Absolute-Power
SETH	 Why go to all that trouble?	LUTHER	 Papers said he kept the money in a vault, yes? (as Seth nods) Well, I'm guessing there was probably some secret way to open it --	SETH	 (casually) -- clicker --	LUTHER	 (fascinated) -- explain --	Absolute-Power
LUTHER	 Papers said he kept the money in a vault, yes? (as Seth nods) Well, I'm guessing there was probably some secret way to open it --	SETH	 (casually) -- clicker --	LUTHER	 (fascinated) -- explain --	SETH	 -- gizmo -- looked like a V.C.R. remote --	Absolute-Power
SETH	 (casually) -- clicker --	LUTHER	 (fascinated) -- explain --	SETH	 -- gizmo -- looked like a V.C.R. remote --	LUTHER	 (shaking his head) -- amazing -- (beat) -- must have been a lot of money inside.	Absolute-Power
SETH	 -- gizmo -- looked like a V.C.R. remote --	LUTHER	 (shaking his head) -- amazing -- (beat) -- must have been a lot of money inside.	SETH	 (sipping casually; a pause) Five million. And on those words -- Luther, more than he thought, a lot more -- but of course nothing shows -- instead he breaks out laughing.	SETH	 Why's that funny?	Absolute-Power
LUTHER	 (shaking his head) -- amazing -- (beat) -- must have been a lot of money inside.	SETH	 (sipping casually; a pause) Five million. And on those words -- Luther, more than he thought, a lot more -- but of course nothing shows -- instead he breaks out laughing.	SETH	 Why's that funny?	LUTHER	 The way you said it -- as if you were trying to surprise me.	Absolute-Power
LUTHER	 The way you said it -- as if you were trying to surprise me.	SETH	 (smiles) I was trying to surprise you.	LUTHER	 (smiles back) There you go. Seth sips his coffee, takes out his notebook, opens it.			Absolute-Power
SETH	 (smiles) I was trying to surprise you.	LUTHER	 (smiles back) There you go. Seth sips his coffee, takes out his notebook, opens it.	SETH	 Would the burglar use a disguise?			Absolute-Power
SETH	 Maybe like you.	LUTHER	 (couldn't agree more) I'm the perfect prototype. (sipping away) But you see any face often enough, you'll start putting things together. That's why these top guys disguise themselves. I read a great article a couple of years back -- damn, I wish I could remember where -- anyway, it was about these makeup experts some of them use -- wigmakers, people like that.	SETH	 (flipping a page) Go on about the wigmakers.	LUTHER	 (glancing at his watch) I'd love that but I'm late as it is -- got to get my pacemaker checked. (he likes Seth) -- all this excitement, you understand.	Absolute-Power
LUTHER	 (couldn't agree more) I'm the perfect prototype. (sipping away) But you see any face often enough, you'll start putting things together. That's why these top guys disguise themselves. I read a great article a couple of years back -- damn, I wish I could remember where -- anyway, it was about these makeup experts some of them use -- wigmakers, people like that.	SETH	 (flipping a page) Go on about the wigmakers.	LUTHER	 (glancing at his watch) I'd love that but I'm late as it is -- got to get my pacemaker checked. (he likes Seth) -- all this excitement, you understand.	SETH	 (and he likes Luther) A) You don't have a pacemaker, and B) I'll be back tomorrow.	Absolute-Power
SETH	 (flipping a page) Go on about the wigmakers.	LUTHER	 (glancing at his watch) I'd love that but I'm late as it is -- got to get my pacemaker checked. (he likes Seth) -- all this excitement, you understand.	SETH	 (and he likes Luther) A) You don't have a pacemaker, and B) I'll be back tomorrow.	LUTHER	 Tomorrow is promised to no one. HOLD ON Luther.	Absolute-Power
LUTHER	 (glancing at his watch) I'd love that but I'm late as it is -- got to get my pacemaker checked. (he likes Seth) -- all this excitement, you understand.	SETH	 (and he likes Luther) A) You don't have a pacemaker, and B) I'll be back tomorrow.	LUTHER	 Tomorrow is promised to no one. HOLD ON Luther. Luther is throwing clothes into a suitcase while talking on the phone --			Absolute-Power
LUTHER	 Turn that off, okay?	BARTENDER	 (finishing up the glasses) In a sec. Richmond at his press conference.   He speaks without notes and he speaks beautifully.	RICHMOND	 As you know, I came from an impoverished family in an impoverished town -- but we lived with our doors unlocked. Russell watching, listening; she loves hearing him talk.			Absolute-Power
RICHMOND (O.S.)	 ... Sisters and brothers, we are locking our hearts to ourselves. Walter Sullivan. Grainy now. CNN. He has aged shockingly in the past couple of days. Luther staring sympathetically at the devastated old man. -- Sullivan's image suddenly is gone -- -- The Bartender has TURNED OFF the TELEVISION.	LUTHER	 (politely) Put it back on.	BARTENDER	 (starting to argue) You said --	LUTHER	 (cutting through) Do it -- CNN.   Walter Sullivan is still there.	Absolute-Power
LUTHER	 (politely) Put it back on.	BARTENDER	 (starting to argue) You said --	LUTHER	 (cutting through) Do it -- CNN.   Walter Sullivan is still there.	RICHMOND (V.O.)	 We feel savagery and violence must be allowed a place at table. (beat) That is wrong. That is not America. I shall fight that battle. Luther, staring at the image of Walter Sullivan, who is heartsick and beaten. Luther is simply transfixed -- -- Richmond on CNN and now he has turned and is beckoning for Walter Sullivan to join him. Sullivan for a moment is uncertain. He points to himself -- "do you mean me?" Richmond nods, opens his arms out wide. Sullivan gets up, comes forward. Luther, as he gets up too, also comes forward, leaving the stool, walking close to the television. Richmond and Sullivan, grainy on CNN as Richmond embraces Sullivan, holds him in a loving embrace.	Absolute-Power
BARTENDER	 (starting to argue) You said --	LUTHER	 (cutting through) Do it -- CNN.   Walter Sullivan is still there.	RICHMOND (V.O.)	 We feel savagery and violence must be allowed a place at table. (beat) That is wrong. That is not America. I shall fight that battle. Luther, staring at the image of Walter Sullivan, who is heartsick and beaten. Luther is simply transfixed -- -- Richmond on CNN and now he has turned and is beckoning for Walter Sullivan to join him. Sullivan for a moment is uncertain. He points to himself -- "do you mean me?" Richmond nods, opens his arms out wide. Sullivan gets up, comes forward. Luther, as he gets up too, also comes forward, leaving the stool, walking close to the television. Richmond and Sullivan, grainy on CNN as Richmond embraces Sullivan, holds him in a loving embrace.	RICHMOND (V.O.)	 Dear friend, old friend, we shall fight that battle. Sullivan, too overcome by the moment, can only nod.	Absolute-Power
LUTHER	 (cutting through) Do it -- CNN.   Walter Sullivan is still there.	RICHMOND (V.O.)	 We feel savagery and violence must be allowed a place at table. (beat) That is wrong. That is not America. I shall fight that battle. Luther, staring at the image of Walter Sullivan, who is heartsick and beaten. Luther is simply transfixed -- -- Richmond on CNN and now he has turned and is beckoning for Walter Sullivan to join him. Sullivan for a moment is uncertain. He points to himself -- "do you mean me?" Richmond nods, opens his arms out wide. Sullivan gets up, comes forward. Luther, as he gets up too, also comes forward, leaving the stool, walking close to the television. Richmond and Sullivan, grainy on CNN as Richmond embraces Sullivan, holds him in a loving embrace.	RICHMOND (V.O.)	 Dear friend, old friend, we shall fight that battle. Sullivan, too overcome by the moment, can only nod.	RICHMOND (V.O.)	 Who can explain the ways of chance? If we had never met, I would not be President. If Christine had not taken ill, she would be with you in Barbados                        * even now. Oh, Walter, you've                         * always been like a father to me.                     * I would give the world to lessen your pain.	Absolute-Power
RUSSELL	 I've never dealt with blackmail --	BURTON	 (trying for calm) -- he doesn't want money --	RUSSELL	 (exploding) -- you a mind reader too?                               *			Absolute-Power
BURTON	 (trying for calm) -- he doesn't want money --	RUSSELL	 (exploding) -- you a mind reader too?                               *	BURTON	 (under control) No, I just looked on the back -- (shows her ) -- see? -- Luther has written something.			Absolute-Power
BURTON	 (under control) No, I just looked on the back -- (shows her ) -- see? -- Luther has written something.	RUSSELL	 (reading) 'I don't want money.' Russell is more upset.    Burton almost smiles.	LUTHER	 (admiringly) This guy sure has the guts of a burglar. Wish we had him. Collin laughs.	RUSSELL	 You finished your recruiting speech? Because I'd like to know how I handle this.	Absolute-Power
RUSSELL	 (reading) 'I don't want money.' Russell is more upset.    Burton almost smiles.	LUTHER	 (admiringly) This guy sure has the guts of a burglar. Wish we had him. Collin laughs.	RUSSELL	 You finished your recruiting speech? Because I'd like to know how I handle this.	BURTON	 Like you handled the letter opener? Russell.     She studies Burton.   Then --	Absolute-Power
RUSSELL	 Gee, Bill, that could be construed as criticism. Do you really want me as an enemy? Burton stands there, massively powerful. His voice, when he speaks, is his usual voice: polite, considerate.	BURTON	 Miss Russell, I should have called the police that night. But I was weak. You convinced me to stay silent. I regret that. (another pause) Know this: every time I see your face I want to rip your throat out. Russell.     Silence.	RUSSELL	 Fine -- you win the pissing contest -- (then suddenly almost like a little girl) -- what should I do?			Absolute-Power
RUSSELL	 Fine -- you win the pissing contest -- (then suddenly almost like a little girl) -- what should I do?	BURTON	 Nothing -- because he's making a terrible mistake, he thinks he has time -- he doesn't -- Seth Frank's too good. He'll bring him in.	RUSSELL	 Then what?			Absolute-Power
RUSSELL	 Then what?	COLLIN	 (his first words) Then I kill him. Now, from them -- She is, we will find, a top prosecutor for the Common- wealth of Virginia. Her office is a zoo. On her desk, a baby picture of Kate and her mom smiling -- but there is something a little different about it. Seth enters and they shake.    He glances around -- -- sees the photograph, glances away. Kate has risen now -- and in the silence it's clear that even though they are both standing still, they are both circling.	SETH	 (trying for a smile) For a tough prosecutor, you don't resemble your reputation, Miss Whitney.	KATE	 (the same) Is that good or bad?	Absolute-Power
COLLIN	 (his first words) Then I kill him. Now, from them -- She is, we will find, a top prosecutor for the Common- wealth of Virginia. Her office is a zoo. On her desk, a baby picture of Kate and her mom smiling -- but there is something a little different about it. Seth enters and they shake.    He glances around -- -- sees the photograph, glances away. Kate has risen now -- and in the silence it's clear that even though they are both standing still, they are both circling.	SETH	 (trying for a smile) For a tough prosecutor, you don't resemble your reputation, Miss Whitney.	KATE	 (the same) Is that good or bad?			Absolute-Power
SETH	 (trying for a smile) For a tough prosecutor, you don't resemble your reputation, Miss Whitney.	KATE	 (the same) Is that good or bad?	KATE (CONT'D)	 (before Seth can reply) Look, Lieutenant -- I told you on the phone, I'm simply not involved with my father, so this may not be a waste of time for you, but it sure is for me.			Absolute-Power
KATE (CONT'D)	 (before Seth can reply) Look, Lieutenant -- I told you on the phone, I'm simply not involved with my father, so this may not be a waste of time for you, but it sure is for me.	SETH	 What would you do if I just turned around and left?	KATE	 Report you as an incompetent.			Absolute-Power
KATE	 Report you as an incompetent.	SETH	 (a real smile now) You're exactly like your reputation, Miss Whitney -- As they head out -- They enter.     It's empty.	SETH	 (the instant they're alone) I'm assuming your father's a big part of you --	KATE	 -- what? --	Absolute-Power
SETH	 -- You think it's all coincidence? He's a thief and you just happen to be the toughest prosecutor in the area?	KATE	 (just amazed) Wow -- that never crossed my mind -- you think there might be some connection? -- Like maybe I'm somehow compensating? -- I better write that down.	SETH	 -- Luther disappeared. No reaction. A banged-up couch.     Kate sits, shrugs.			Absolute-Power
KATE	 Couple days ago. He said he might be going away. There. I just helped you. Can I go back to work now?	SETH	 (shakes his head) Any idea where he might have gone? Seth and Kate realize something: In a different world, under different circumstances, they'd probably be starting an affair.	KATE	 (snappishly) Quit wasting my time -- if he doesn't want you to find him, you're not going to find him.	SETH	 You saying he's left town, skipped the country, what?	Absolute-Power
SETH	 (shakes his head) Any idea where he might have gone? Seth and Kate realize something: In a different world, under different circumstances, they'd probably be starting an affair.	KATE	 (snappishly) Quit wasting my time -- if he doesn't want you to find him, you're not going to find him.	SETH	 You saying he's left town, skipped the country, what?	KATE	 I'm saying you won't recognize him. I'm saying he could be just around the corner -- he always kept a safe house --	Absolute-Power
KATE	 I'm saying you won't recognize him. I'm saying he could be just around the corner -- he always kept a safe house --	SETH	 (cutting in) -- where? --	KATE	 He never said --	SETH	 -- Then where'd you hear this?	Absolute-Power
SETH	 Strange place for a thief to leave a key, don't you think?	KATE	 (quick memory) He always did that... They enter.    It's surprisingly tidy. Seth and Kate as they move along.    Seth is watching Kate who suddenly stops dead. The mantle. A large blowup of the same picture Kate had in her office, the one of Kate and her mom -- -- with one startling change: Luther is in this shot, standing there proud and smiling. She has ripped his presence out of her photo. Seth, silently watching Kate. She turns sharply away. He gestures for her to follow. They enter.    Clothes tossed all over.	SETH	 He sure took off in a hurry. What scares a professional thief like that? Kate. No reply. She has seen something across the tiny room and is drawn to it -- Luther's bed table -- -- and here it is! Call it a montage, call it a collage, call it what you will, we are looking at dozens of photographs -- -- all of them featuring Kate. Many of them we saw in her apartment -- only here, as in the photo over the mantle, Luther is there with Kate and her mom. We are looking at a shrine! And there are newer photos too -- Kate at her college graduation, Kate at her law school graduation, Kate and her mother coming out of an elegant restaurant, Kate alone on the steps of Middleton County Courthouse -- -- these are not posed shots. She looks wonderful and alive in all of them -- Kate. She looks dead now.     All energy gone.   She sits heavily down on the bed.			Absolute-Power
KATE	 (fighting tears) ... but he wasn't at those places... (pointing to the grown-up photos) ... college graduation; law school graduation; the night Mom and I celebrated when I got a job; and me alone on the steps? -- I'd just won my first case, I was so proud... (still fighting) ... I used to think... sometimes I'd come home and I'd sense he'd been in my apartment, checking the fridge, shaking his head because he never thought I ate right... It's crazy but I just knew Daddy was watching over me... And now she loses it, starts crying silently. Seth kneels alongside her, gives her a handkerchief.	SETH	 You can do a good thing, Kate -- (beat) -- help me bring him in. Just leave a message on his phone machine, you're worried about him.	KATE	 ... No...	SETH	 It's the truth -- you are worried about him -- this isn't your normal case -- his life may be in danger -- you can save him, make the call --	Absolute-Power
KATE	 ... He won't come...	SETH	 (indicating the pictures) Of course he'll come. You're all he has. Kate, staring at the photos, trying to get control.	SETH	 (moving in) Kate, he's on the run   and he's scared and he's right   to be scared because he's going to   get caught -- you don't know the   heat on this.                *	KATE                                   *	 He's not a murderer.                                 *	Absolute-Power
KATE                                   *	 He's not a murderer.                                 *	SETH                                   *	 Maybe you're right. Maybe he is                      * innocent. If so I'll have him                        * home and dry in a few hours. But                     * what happens if some hotshot who's trying to make a reputation tracks him down? (beat) I can guarantee his safety. You make the call, I make a promise: You'll have your father, home and dry... Kate alone. Totally wiped out. She is on the phone with Seth. Outside, the sun is dying.	KATE	 I left a message on his machine, he called back within an hour; we're meeting tomorrow afternoon. Seth, taking it down.	SETH	 Where?	Absolute-Power
LUTHER	 I need to look really good today. He doesn't like the hat.	SALESMAN	 Business? (as Luther tries the other hat -- very rakish, he likes it) It's a woman, I can tell. (as Luther nods) Never too late, is it? Luther.   Beaming.	LUTHER	 You got that right. Now, from his happy face -- PULL BACK to reveal the workmen are on a scaffolding two stories up, struggling to replace a glass panel that has cracked. The glass panel is heavy and bulky and the workmen are having a bitch of a time with it. The entire front of the building is glass panels.        It mirrors the area across the street -- a bunch of dilapidated brownstones. They are empty and, according to a sign, are due for demolition. All the windows of the brownstones are closed -- except one. On an upper story. Inside the window. Michael McCarty, who we last met at              * Walter Sullivan's, is there. He looks out.                          * The glass building and the struggling workmen and, on the ground floor, a few tables are set outside, with large umbrellas alongside each. There is a sign:    CAFE ALONZO. McCarty.   Beside him is a leather case.     He opens it. The case. A very high-powered rifle. McCarty begins to expertly assemble it, taut and businesslike. Seth, taut and businesslike, stands by a     blown-up map of the Cafe Alonzo area. The restaurant is      circled -- and around it are marked places for policemen     to wait -- Seth is giving instructions to those policemen     now -- -- fifty of them.    And no one's smiling. Kate. Dressed and ready. Lying on her bed. Afternoon now. She gets up, makes it halfway to the front door -- -- can't do it -- she turns, goes back to bed, lies down again, frozen. The cursing workmen. The glass panel is so damn cumbersome they are having a miserable time. An elderly couple sits at one of the half dozen outdoor tables. The place is empty. Seth, outside headquarters now, giving instructions to police officers. Behind them: two dozen unmarked cars.			Absolute-Power
SETH	 (mutters) Fuck... -- And a goddamn WAITER has appeared and is walking out toward Kate. He is Asian and very young. Kate, startled as the Waiter calls out from behind her.	WAITER	 Miss? (as she spins around) What you want please? His English could be a lot better.	KATE	 Nothing, thank you.			Absolute-Power
KATE	 Pardon?	WAITER	 (gesturing) You sit you eat please. Seth and Burton.       Stunned.	SETH	 This is not part of my brilliant master plan. More Tums.	BURTON	 Unfuckingbelievable. They both crunch away. McCarty, watching the Waiter and Kate. He's not happy either. He points a finger at the Waiter, goes "Boom." Kate, and it's almost four o'clock and she's not at her best.	Absolute-Power
BURTON	 Unfuckingbelievable. They both crunch away. McCarty, watching the Waiter and Kate. He's not happy either. He points a finger at the Waiter, goes "Boom." Kate, and it's almost four o'clock and she's not at her best.	KATE	 (gesturing around) I'm waiting for someone.	WAITER	 He must eat too, please.	KATE	 Oh he will, we both will -- we'll order half the menu -- but just not now -- The Waiter nods, finally he turns, starts off. Kate.   Trembling.	Absolute-Power
KATE	 You said.	SETH	 (he knows that) Feeble, huh? She nods.    They look at each other.    Then he starts toward         * the door.    Slowly.	KATE	 Anything for the road?     I've got water and water.	SETH	 Deal. They enter and she opens the fridge --	Absolute-Power
KATE	 Tired is all. As she hands him a bottle. as they move toward it.      He opens it.	SETH	 I don't think I've told you this, but I live alone. (and this time, as she does smile, and he does go) Lock it behind me.	KATE	 (LOCKING it loudly) How's that?	SETH (O.S.)	 Real good.    Try and sleep. His FOOTSTEPS get softer, DISAPPEAR.	Absolute-Power
SETH	 I don't think I've told you this, but I live alone. (and this time, as she does smile, and he does go) Lock it behind me.	KATE	 (LOCKING it loudly) How's that?	SETH (O.S.)	 Real good.    Try and sleep. His FOOTSTEPS get softer, DISAPPEAR.	KATE	 (still facing door, her back to her apartment) I betrayed you, Luther. You better know that now.	Absolute-Power
SETH (O.S.)	 Real good.    Try and sleep. His FOOTSTEPS get softer, DISAPPEAR.	KATE	 (still facing door, her back to her apartment) I betrayed you, Luther. You better know that now.	LUTHER (O.S.)	 You're not the first. As Kate turns, Luther, standing there, is looking at her.	KATE	 Why'd you come?	Absolute-Power
KATE	 No, this afternoon. To the restaurant. Why'd you come then? You must have suspected something, or you wouldn't have been prepared.	LUTHER	 (simply) My daughter wanted to see me. He points to the couch -- as Kate sits.      Luther, and before she's even seated, he's into it.	LUTHER	 The robbery went fine 'til they came in. They were drunk. I hid in the vault. Sex got rough. He was going to kill Christy, but she turned the tables, was going to kill him. Two guys came in, shot her dead.	KATE	 The same two guys who tried for you this afternoon?	Absolute-Power
LUTHER	 On your mother's grave, Kate -- you know I'd kill myself before I'd lie about that. Kate. Looking at him.        Because he wouldn't lie, not about that. Everything he's told her, all true. The air goes out of her. Silence.	KATE	 (soft) Jesus, Luther.	LUTHER	 I know.	KATE	 They'll kill you.	Absolute-Power
KATE                                                              *	 watching his face now.	LUTHER	 -- but I've never robbed anyone couldn't afford it and I've never stiffed a waitress. (beat) And Alan Richmond has to pay.	KATE	 What can you do?	LUTHER	 Not much, maybe -- but I only went to jail when I had partners. (beat) People betray each other, Kate -- nowadays, when there's a group, someone wants to write a book --	Absolute-Power
