ANGELO DUNDEE	 (approving; past newspaper) Yeah. Like that, Daddy. Don't jump in one place. Bad for the heart. That's the most important thing. (without looking)	TIME!						Ali 
COMMISSIONER	 You said that you were the people's champion.	ALI	 (angry) Yes, sir!	COMMISSIONER	 Do you think you're acting like the people's champion...?!	ALI	 Yes, sir. I am not going to apologize to you. This isn't a courtroom. And I don't have to sit here and answer your questions.	Ali 
ERNIE TERRELL	 (getting on scale) Tell Clay he can get on after me.	ALI	 What...?	ERNIE TERRELL	 Get on the scale after...			Ali 
ERNIE TERRELL	 Get on the scale after...	ALI	 (cuts in) What you call me...?	ERNIE TERRELL	 Only thing I knows you as:   Cassius Clay!	ALI	 (infuriated) Announce it right here or from flat on your back!	Ali 
ERNIE TERRELL	 Only thing I knows you as:   Cassius Clay!	ALI	 (infuriated) Announce it right here or from flat on your back!	ALI (CONT'D)	 What's my name?!?	CLOSE ON ALI		Ali 
TERRELL'S		ALI (CONT'D)	 (shouted) My name?! WHAT'S MY NAME?!					Ali 
ALI	 (to Judge) If the court would give me my sentence right now instead of waiting and stalling.	JUDGE INGRAHAM	 (obliges) My pleasure. The jury has found you guilty of refusing induction into the United States armed forces. I sentence you to the maximum sentence allowable...five years' imprisonment and a fine of ten thousand dollars. (pause) Fast enough? Your attorney will lodge an appeal. While you're out on bond, I order your passport surrendered. I'll not have you benefitting yourself by fighting abroad...					Ali 
ALI (CONT'D)	 This spooky! Don't get scared...	BELINDA	 (laughs) See, you don't need to fight no more...	ALI	 So what's fresh, girl?	BELINDA	 (smiles) Everything fresh!	Ali 
ALI	 So what's fresh, girl?	BELINDA	 (smiles) Everything fresh!	ALI	 (smiles) What's the freshest of the freshest?	BELINDA	 (smiles) Doughnuts just came out...	Ali 
BELINDA	 (smiles) Everything fresh!	ALI	 (smiles) What's the freshest of the freshest?	BELINDA	 (smiles) Doughnuts just came out...	ALI	 (holds up the doughnut) Feed me those things, I gotta come back as a wrassler. (a ring announcer) 645 pounds. I'd still be pretty...but I be fat pretty...	Ali 
ALI	 (smiles) What's the freshest of the freshest?	BELINDA	 (smiles) Doughnuts just came out...	ALI	 (holds up the doughnut) Feed me those things, I gotta come back as a wrassler. (a ring announcer) 645 pounds. I'd still be pretty...but I be fat pretty...	BELINDA	 You don't remember when you met me once before...long ago...	Ali 
BELINDA	 (smiles) Doughnuts just came out...	ALI	 (holds up the doughnut) Feed me those things, I gotta come back as a wrassler. (a ring announcer) 645 pounds. I'd still be pretty...but I be fat pretty...	BELINDA	 You don't remember when you met me once before...long ago...	ALI	 (joking) I remember something...   Wha's your name?	Ali 
BELINDA	 You don't remember when you met me once before...long ago...	ALI	 (joking) I remember something...   Wha's your name?	BELINDA	 You know my name! You came to my school, right before you win the title. Interviewed you for the school paper. I was eleven.	ALI	 You had a long braid...	Ali 
ELIJAH MUHAMMAD'S VOICE (OVER)	 (finishes)	ECU:    THEIR HANDS		MACRO CU:    SHOULDERS				Ali 
ALI	 Ellis the champ? Man. I beatin' on him since we was sixteen. They give Ellis to Joe Frazier? Frazier'll kill him. Then they out of juice. Where's the gate? So they gotta let me fight. I fight Ellis in a phone booth...middle of Times Square...you think that draw a crowd?	CHAUNCEY ESKRIDGE	 Draw a crowd or not draw a crowd, Muhammad, is NOT going to make a difference with your boxing licenses. They don't want you to fight. (so much for speculation) ACLU's handling your case against the New York Boxing Commission. They discovered New York's got actual ex-murderers and ex-rapists currently licensed to fight. But revoked yours...?	ALI	 Tijuana?	CHAUNCEY ESKRIDGE	 No. State Department refused permission for the one-hour visa. No fight in Tijuana. Look...	Ali 
CHAUNCEY ESKRIDGE (CONT'D)	 Where you goin'?	ALI	 (to customers) Look out!	CUSTOMER	 Hey, champ!			Ali 
JIMI HENDRIX	 (from "All Along the Watchtower") "There must be some kind of way outta here, said the joker to the thief..."	TV:   "DAYS OF RAGE"		JIMI HENDRIX (CONT'D)	 "There's too much confusion, I can't get no relief. Business men, they drink my wine, plowmen dig my earth, None of them along the line, know what any of it is worth."			Ali 
CHAUNCEY ESKRIDGE	 I'm petitioning on a conscientious objection basis. Religious belief. We'll petition that your sincere religious belief prohibits you from shooting people. I believe they'll hear that...	ALI	 Where the money come from, Chauncey? Herbert tell me I'm runnin' on empty. Put aside "how do that happen"? Licenses all revoked. No passport. I can't fight here. Can't fight abroad. (beat) And what happen if I lose the Supreme Court?	CHAUNCEY ESKRIDGE	 It's all over. You go to jail for five years.			Ali 
BINGHAM	 Ellis doesn't belong in there.	ALI	 (curt) Man give him a shot, he took a shot.	BINGHAM	 I saw Bundini in New York.	ALI	 How's he?	Ali 
BINGHAM	 You call your parents, Ali?	BELINDA	 No, he didn't. I told them about the one on the way...myself. (moves to the kitchen)	BINGHAM	 You p-p-p-promised you'd call them.	ALI	 I'll call 'em, I'll call 'em... (re: the baby) May-may! It go in one end and come out the other.	Ali 
BINGHAM	 You p-p-p-promised you'd call them.	ALI	 I'll call 'em, I'll call 'em... (re: the baby) May-may! It go in one end and come out the other.	BELINDA	 You wanna try changing her, for the experience?	ALI	 You so much better at it, mama.	Ali 
FRAZIER	 (still sweating) Norton's big and strong, but...	HOWARD COSELL	 (interrupting) Hold on one second...we have a caller. Go ahead.	ALI (V.O.)	 (into phone) Cosell? This Muhammad Ali.	ALI (CONT'D)	 Go to Georgia or Alabama or Sweden. Everybody know I'm the champ. The crown is a lie. I know it's a lie. Joe Frazier know it's a lie. It time for everybody to stop lying and tell the truth.	Ali 
HOWARD COSELL	 (interrupting) Hold on one second...we have a caller. Go ahead.	ALI (V.O.)	 (into phone) Cosell? This Muhammad Ali.	ALI (CONT'D)	 Go to Georgia or Alabama or Sweden. Everybody know I'm the champ. The crown is a lie. I know it's a lie. Joe Frazier know it's a lie. It time for everybody to stop lying and tell the truth.	HOWARD COSELL	 Let's tell it like it is. With your court and boxing problems, Muhammad, can you get a fight promoted?	Ali 
HOWARD COSELL	 You've made more money than all previous heavyweight champions combined. What about your management? Surely they have provided for you...	ALI	 I'm saying it's time for everybody to quit lying! Muhammad Ali is the champ! I have to, I'll get the fight on myself. (beat) And if they offer me money, I ain't gonna turn it down.	ELIJAH MUHAMMAD	 Get me my son, Herbert, on the telephone!			Ali 
ALI	 Whyn't you call an ambulance or a doctor?	LANDLADY	 (following behind) Wouldn't let me. Said he knew you...and to call you, Mr. Ali... He's not been out for three days...	BINGHAM	 Bundini!	BUNDINI	 (opens his eyes; half sits) Watchu' doin' here? Gimme that short dog!	Ali 
BINGHAM	 Bundini!	BUNDINI	 (opens his eyes; half sits) Watchu' doin' here? Gimme that short dog!	ALI	 What's wrong with you, man?!	BUNDINI	 Nothin' wrong with me!	Ali 
BINGHAM	 A mystery...d-d-d-daylight...	BUNDINI	 (shielding his eyes) Leave me alone!	ALI	 I leave you alone.   You called me!	BUNDINI	 That were a week ago...	Ali 
ALI	 What you shame yourself like this for, maaan...?! Why you shame yourself?!	BUNDINI	 Lemme alone! (shouts) I'm flyin'! The Sky Chief talk through me. I know the word!	ALI	 You know "low." You so low, the curb look like up!	BUNDINI	 (demonstrates) Yeah? The king gotta go home to his throne! From the root to the fruit...!	Ali 
ALI	 You know "low." You so low, the curb look like up!	BUNDINI	 (demonstrates) Yeah? The king gotta go home to his throne! From the root to the fruit...!	ALI	 Those rhymes is old.    Forget 'em.	BUNDINI	 (demonstrates more) God don't care about you! Don't care about me! In all of everything, we mean nothin'. He don't know us. We be. And that's the onliest thing he did. And that's good 'cause that's why we free. But free ain't easy. Free is real. And realness is a motherfucker... (low; almost spooky) It eats raw meat. (beat) It walk in its own shoes. (beat) It does not waver... (pause) Yeah...	Ali 
ALI	 Those rhymes is old.    Forget 'em.	BUNDINI	 (demonstrates more) God don't care about you! Don't care about me! In all of everything, we mean nothin'. He don't know us. We be. And that's the onliest thing he did. And that's good 'cause that's why we free. But free ain't easy. Free is real. And realness is a motherfucker... (low; almost spooky) It eats raw meat. (beat) It walk in its own shoes. (beat) It does not waver... (pause) Yeah...	BUNDINI (CONT'D)	 I sold your belt for five hundred dollars to a barber on Lenox Avenue. That's how low I did you. I'm filled with weakness and got a crazy mind. That belt say you the Heavyweight Champion of the World. Five hundred dollars and I put it into my arm. That's what I called to tell you...	BUNDINI (CONT'D)	 ...heard 'bout the Nation, all that court stuff.	Ali 
BUNDINI (CONT'D)	 ...heard 'bout the Nation, all that court stuff.	ALI	 (absent) Yeah.	BUNDINI	 Forgive me, Muhammad.    Take me back...	ALI	 No. There's no "back" to take you to...	Ali 
REVERSE:    PAST ALI	 The city recedes. Vectors, in perspective, carry structures, buildings away. The sky is grey, going to blue. The city flees and SUDDENLY disappears as we race into the dark tunnel of subway. Ali's lost in the depths of attempting a calculation. He can't do that for which he has a genius beyond other men...	ALI	 (to himself) ...you can't do what you do best in the world. And how you feed your family? From prison? Who take care of your kids? And is Allah, is God with me?	OVER ALI:    WHITE LIGHT				Ali 
ALI (O.S.)	 A thousand dollars to the man who brings me Howard Cosell's toupee! Dead or alive!	HOWARD COSELL	 (loud) Don't bother me. I'm a world- famous broadcaster and you're an ex-champion with diminished skills. I can't be seen you, it would be calamitous to my reputation.					Ali 
HOWARD COSELL	 You surprise me, Muhammad...	ALI	 Howard, you losing your hearing along with your hair? Don't put questions to it! (beat) I am through fighting. 'Cause I got a bigger and more important match comin' up. The U.S. government. A heavier contender.	HOWARD COSELL	 Do you think you're going to jail?	ALI	 I don't know, but it's going to be a shocking and terrible fight. In fact, they might wish they let me stay in boxing.	Ali 
HOWARD COSELL	 Joe Frazier told me on this show he would knock you out.	ALI	 There you go, agitatin'. (beat) You ask Smokin' Joe what he been smokin'?! Joe Frazier even dream he can whup me? He better wake up and apologize... (pause) But, if I WAS to jump in the ring with Joe, here's what you might see... (recites) Ali comes out to meet Frazier, but Frazier starts to retreat; If Frazier goes back an inch farther, he'll wind up in a ringside seat; Ali swings with a left, Ali swings with a right. Frazier keeps backin', but there's not enough room. It a matter of time before Ali lowers the boom; Now Ali lands with a right, what	ALI (CONT'D)	 a beautiful swing, But the punch lifts Frazier clean out of the ring. Frazier's still risin', but the referee wears a frown, 'Cause he can't start countin' 'til Frazier come down. And Frazier's disappeared from view. And the crowd is getting frantic. Then our radar stations pick him up. He's somewhere over the Atlantic. Who would have thought when they came to this fight, That they would witness the launching of a black satellite?	ALI (CONT'D)	 But don't wait for they fight. 'Cause it ain't never gonna happen. You only can wonder and imagine...	Ali 
FRAZIER	 What I got to do?	ALI	 You announce that if I beat Quarry you give me the title shot. (puts it to him) So what you say...maaan?	FRAZIER	 My daddy was a sharecropper. I worked in a slaughterhouse...right on that corner. I came up from nothing. (raises fist) What I got, I got with this. And I already got the title. So I got nothing to win and everything to lose.	ALI	 But you know you ain't the champ yet.	Ali 
ALI	 You announce that if I beat Quarry you give me the title shot. (puts it to him) So what you say...maaan?	FRAZIER	 My daddy was a sharecropper. I worked in a slaughterhouse...right on that corner. I came up from nothing. (raises fist) What I got, I got with this. And I already got the title. So I got nothing to win and everything to lose.	ALI	 But you know you ain't the champ yet.	FRAZIER	 (looks at him) Yeah..."yet." (beat) All right. You beat Quarry, I'll get inna ring and fuck you up...	Ali 
ALI	 But you know you ain't the champ yet.	FRAZIER	 (looks at him) Yeah..."yet." (beat) All right. You beat Quarry, I'll get inna ring and fuck you up...	FRAZIER (CONT'D)	 (quieter) You need any money or anything to tide you by...?	ALI	 (turns away) I'm fine. Thanks.	Ali 
FRAZIER (CONT'D)	 (quieter) You need any money or anything to tide you by...?	ALI	 (turns away) I'm fine. Thanks.					Ali 
ALI	 You want me to take you back?	BUNDINI	 I'm clean. (beat) And you a resurrection. This is God's act. Anybody love poor people and little people and fucked-up people gotta be a prophet.	BUNDINI (CONT'D)	 And the prophet is going home. You the sun. Let me live in the light. (pause) Take me with, boss. (beat) ...I'll do anything.	ALI	 (quietly) You can't hit what you can't see.	Ali 
BUNDINI (CONT'D)	 And the prophet is going home. You the sun. Let me live in the light. (pause) Take me with, boss. (beat) ...I'll do anything.	ALI	 (quietly) You can't hit what you can't see.	BUNDINI	 (quietly) Float like a butterfly, sting like a bee.	ALI/BUNDINI	 (quietly) Rumble, young man, rumble!	Ali 
ALI	 (quietly) You can't hit what you can't see.	BUNDINI	 (quietly) Float like a butterfly, sting like a bee.	ALI/BUNDINI	 (quietly) Rumble, young man, rumble!			Ali 
BUNDINI	 (quietly) Float like a butterfly, sting like a bee.	ALI/BUNDINI	 (quietly) Rumble, young man, rumble!					Ali 
BELINDA	 (low) ...you don't need their management...	HERBERT	 As-Saalam Alaikum...Brother Muhammad...	ALI	 All praise to Allah... (a beat, and softly...) ...Alaikum Salaam...			Ali 
HERBERT	 As-Saalam Alaikum...Brother Muhammad...	ALI	 All praise to Allah... (a beat, and softly...) ...Alaikum Salaam...	HERBERT	 (beaming) The Messenger has lifted the suspension, Muhammad. Congratulations.	ALI	 You saying I can be a Muslim again, Herbert?	Ali 
ALI	 All praise to Allah... (a beat, and softly...) ...Alaikum Salaam...	HERBERT	 (beaming) The Messenger has lifted the suspension, Muhammad. Congratulations.	ALI	 You saying I can be a Muslim again, Herbert?	HERBERT	 Yes.	Ali 
HERBERT	 Yes.	ALI	 (cold) I never stopped. Like I never stopped being champ.	HERBERT	 I begged my father to reinstate you.	ALI	 When? After I promoted Quarry fight? After I won it?	Ali 
HERBERT	 When you...	ALI	 (interrupts) When I got leery and talked up how come I'm broke, then came the suspension. Now, you explain that to me, my brother...?	HERBERT	 It's my father...	ALI	 (puts a hand on his shoulder) I love the Nation, Herbert. I love Elijah Muhammad. But it don't own me.	Ali 
HERBERT	 It's my father...	ALI	 (puts a hand on his shoulder) I love the Nation, Herbert. I love Elijah Muhammad. But it don't own me.	ALI (CONT'D)	 Now, you go on out. And you make the Frazier deal.	HERBERT	 My brother!	Ali 
ALI	 What are you talking about, Howard? Quarry?	HOWARD COSELL	 (reads) No. "The Supreme Court ruled today in the case of the United States vs. Cassius Clay, a.k.a. Muhammad Ali..." (looks up) You won an 8-0 unanimous decision. You're free.					Ali 
ANGELO DUNDEE	 Hell of a fight, champ...	HANGERS-ON	 They stole it from you! (etc.)	ALI	 Shut up! I lost. (louder) Get outta here...	RUDY	 Go on!   Everybody out!	Ali 
HANGERS-ON	 They stole it from you! (etc.)	ALI	 Shut up! I lost. (louder) Get outta here...	RUDY	 Go on!   Everybody out!	ANGELO DUNDEE	 (to Pacheco) Ferdie, take a look at this... (to Ali) It was still a hell of a fight.	Ali 
RUDY	 Go on!   Everybody out!	ANGELO DUNDEE	 (to Pacheco) Ferdie, take a look at this... (to Ali) It was still a hell of a fight.	ALI	 Where's Belinda?	PACHECO	 She fainted... They took her to the aid station. She's okay.	Ali 
ANGELO DUNDEE	 Maybe we shoulda had more time between Blin and this, you know...to get back into...	ALI	 Woulda, shoulda, coulda... (pause) After three-and-a-half years, this...from how far back...comeback is.					Ali 
ANOTHER REPORTER	 Joe said he didn't think you wanted to fight him again...	ALI	 (stops) Oh, how wrong he is.					Ali 
ALI	 I can move my jaw with my tongue. He got me...	PACHECO	 (concerned) It's broke. I think...I think your jaw's broke.	REFEREE		PACHECO	 nods to Dundee. Dundee starts to reach. Ali snatches Angelo's hand holding the towel. Angelo's about to end the fight...	Ali 
PACHECO	 nods to Dundee. Dundee starts to reach. Ali snatches Angelo's hand holding the towel. Angelo's about to end the fight...	ALI	 Ain't stoppin' nothin'...! (glares at them) Nothin' stoppin'...!	BURN OUT TO WHITE:				Ali 
ALI - DAY		HERBERT	 Now that Smokin' Joe's run out of tomato cans to beat up, I finally got Yank to commit to a rematch with you in about six months. Frazier said he'd be happy with three mil... (beat)					Ali 
TWINS -- RASHEEDA AND JAMILLAH -- MUHAMMAD, JR. AND MARYUM		HERBERT (CONT'D)	 I'll fly to Jamaica and get Yank to sign right after Joe beats this big stiff. (to TV)	OVER ALI:    CONSOLE TV		ALI	 (through still-wired- together jaw) Foreman call me one time after he won the Olympics...	Ali 
OVER ALI:    CONSOLE TV		ALI	 (through still-wired- together jaw) Foreman call me one time after he won the Olympics...	HOWARD COSELL	 (shouting)	DOWN GOES FRAZIER! DOWN GOES FRAZIER!		Ali 
ALI	 (through still-wired- together jaw) Foreman call me one time after he won the Olympics...	HOWARD COSELL	 (shouting)	DOWN GOES FRAZIER! DOWN GOES FRAZIER!		ON TV:    THE RING		Ali 
ON TV:    THE RING		BINGHAM	 (wry) B-b-be easy gettin' a Frazier fight now. He ain't the champ of anything except getting knocked down.					Ali 
ANGELO DUNDEE	 ...but, you go? We're the corner, same as always. But it ain't gonna be easy.	ALI	 (to Angelo) You think I still got the tools?	ANGELO DUNDEE	 You got the tools, Daddy.     But they different.	ALI	 (thinks; decides: go) Well, you better sharpen 'em up. 'Cause we goin' to Africa.	Ali 
ANGELO DUNDEE	 You got the tools, Daddy.     But they different.	ALI	 (thinks; decides: go) Well, you better sharpen 'em up. 'Cause we goin' to Africa.	BUNDINI	 The motherland. From the root to the fruit. We gonna rumble...in the jungle.	ALI	 It's time to be heavyweight champion of the world again.	Ali 
ALI	 (to Zairian Official; shouts) What are they saying, man?!!!    Why they saying that?	ZAIRIAN OFFICIAL #1	 They say, "Ali, boma ye. Ali, boma ye."	ALI	 What's that mean?!   I don't understand!			Ali 
ZAIRIAN OFFICIAL #1	 It mean...!	ALI	 (can't hear) What?!	ZAIRIAN OFFICIAL #1	 (has to shout) It mean..."Ali, kill him! Ali, kill him!"	MUHAMMAD ALI		Ali 
ALI	 (can't hear) What?!	ZAIRIAN OFFICIAL #1	 (has to shout) It mean..."Ali, kill him! Ali, kill him!"	MUHAMMAD ALI		ALI	 Ali, boma ye!	Ali 
DAWN		ALI	 (to himself) Fast. Six left jabs flash from his chest and shoulder, followed by a right hook and left and right uppercuts.	ALI (CONT'D)	 (to himself) Back up, maaan... (weaves suddenly; another voice) ...you fast!			Ali 
KIDS	 Ali, boma ye!	ALI	 (repeating) Ali, boma ye George Foreman!	ALI (CONT'D)	 You out, sucker! Curious, Ali runs behind the green signs from where the kids came.	ALI'S		Ali 
ALI		TEENAGER	 (broken English) You beat them, Ali!	ALI	 Foreman?   I kill him!	AROUND CORNER:   KIDS' PAINTING ON WALL		Ali 
ALI	 Howard! How many you ugly sportswriters in there got me over Foreman? Don't lie.	HOWARD COSELL	 (beat) Some of us...Norman, me...are worried. How you gonna dance against George?? He's sparring with a middleweight, training to cut you off. He gets you against the ropes, he can knock you out with either hand.	ALI	 (drops facade) What's the odds?	HOWARD COSELL	 Two-and-a-half-to-one. Against. We're worried you're going to get hurt.	Ali 
HOWARD COSELL	 (beat) Some of us...Norman, me...are worried. How you gonna dance against George?? He's sparring with a middleweight, training to cut you off. He gets you against the ropes, he can knock you out with either hand.	ALI	 (drops facade) What's the odds?	HOWARD COSELL	 Two-and-a-half-to-one. Against. We're worried you're going to get hurt.			Ali 
ALI (CONT'D)	 That's right! (laughter again; Ali almost loses it) I have rassled with an alligator. I done tussled with a whale. I done handcuffed lightning, thrown thunder in jail. That's bad! Only last week I murdered a rock. Injured a stone. Hospitalized a brick. I'm so mean, I make medicine sick.	HOWARD COSELL	 Muhammad, I'm sorry. I have to ask. (he hesitates; he's sorry, but) Are you really fast enough, anymore? To beat George Foreman? Many people believe you don't have the same skills, that you are not the same man you used to be ten years ago.	ALI	 Howard. I didn't want to talk about this, especially in front of everybody. But I talked to your wife! And she told me you're not the man you used to be...two years ago!	CLOSE:    COSELL		Ali 
ALI	 Salaam Alaikum, brothers! (raises one arm) The champ is here!	SIDE ANGLE:   THE TWO ENTOURAGES		AND FOREMAN'S EXPRESSION				Ali 
BELINDA	 Mobutu is taking care of Mobutu and stealing all the wealth and sending it to Switzerland...	ALI	 (pause) So? What's that do with any of why we here?	BELINDA	 (she doesn't get it) We're here 'cause Don King got Mobutu to put up ten million dollars. Don King don't give a damn about Africa. He worse than Herbert.	ALI	 Here come "Herbert."	Ali 
ALI	 (pause) So? What's that do with any of why we here?	BELINDA	 (she doesn't get it) We're here 'cause Don King got Mobutu to put up ten million dollars. Don King don't give a damn about Africa. He worse than Herbert.	ALI	 Here come "Herbert."	BELINDA	 Yeah. 'Cause where was he when we was broke and borrowing money? And Bundini and all them that "love you"? Disappeared, is where they were. (on a roll) All over you when you got it and drop off you when you don't...	Ali 
ALI	 Here come "Herbert."	BELINDA	 Yeah. 'Cause where was he when we was broke and borrowing money? And Bundini and all them that "love you"? Disappeared, is where they were. (on a roll) All over you when you got it and drop off you when you don't...	ALI	 Money? I do "money-making" whenever I want. Money is easy.	BELINDA	 (running on) And Don King fit right in...that double-breasted hipster is now a dashiki-wearing rip-off.	Ali 
ALI	 Money? I do "money-making" whenever I want. Money is easy.	BELINDA	 (running on) And Don King fit right in...that double-breasted hipster is now a dashiki-wearing rip-off.	ALI	 Don King delivered the first black- promoted championship fight in Africa!	BELINDA	 Don King talks black, lives white and thinks green! Why you defending him and "brother" Herbert? (against me)	Ali 
ALI	 Don King delivered the first black- promoted championship fight in Africa!	BELINDA	 Don King talks black, lives white and thinks green! Why you defending him and "brother" Herbert? (against me)	ALI	 'Cause clean-cut Muslims parading on the South Side of Chicago don't get this done! I got to put honkeys with connections and bad- ass niggers to it, too.	BELINDA	 (not hearing) And now they got you up against George Foreman. Do they give a damn you could get killed?	Ali 
ALI	 'Cause clean-cut Muslims parading on the South Side of Chicago don't get this done! I got to put honkeys with connections and bad- ass niggers to it, too.	BELINDA	 (not hearing) And now they got you up against George Foreman. Do they give a damn you could get killed?	ALI	 That what this is? Think I gonna lose? Puttin' doubt on me?	BELINDA	 (tears flow) I think: why is my Muslim husband letting himself get strung up on a cross...? It means, "tell me."	Ali 
ALI	 That what this is? Think I gonna lose? Puttin' doubt on me?	BELINDA	 (tears flow) I think: why is my Muslim husband letting himself get strung up on a cross...? It means, "tell me."	BELINDA (CONT'D)	 Maryum is sick. Maybe I oughta go back to Chicago and look after her.	ALI	 Sure.	Ali 
ALI	 Sure.	BELINDA	 I'll be back before the fight. (sarcastic) If that's all right, my husband...					Ali 
AISLE		DON KING	 (over the drumming) Champ! Champ! George had an accident.	ANGELO DUNDEE	 (suspicious) What are you talking about?	DON KING	 Got cut. Right above his right eye. His sparring partner's elbow. Split it open, so...	Ali 
DON KING	 (over the drumming) Champ! Champ! George had an accident.	ANGELO DUNDEE	 (suspicious) What are you talking about?	DON KING	 Got cut. Right above his right eye. His sparring partner's elbow. Split it open, so...	ANGELO DUNDEE	 Can he fight?	Ali 
ANGELO DUNDEE	 Are you tryin' to pull something, Don? Ali wants his title. And he wants it back in Zaire. George leaves, he ain't comin' back. George don't like it here.	DON KING	 How right you are, my suspicious and short Italian brother. And my fiduciary responsibility to this first all-black promotion is like a garden in the African sun. It must grow! It must bloom! It cannot flower in the gloom and shade of postponement to some dome. Like the Astrodome, the Super-dome, any dome outta Zaire, where it be deprived of light and bled of water. 'Cause what gonna bleed...is money. A hemorrhage of cash. (sees it all) ...blood on the floor. Double hotel costs. Double travel costs. Airplanes. Food and beverage...	ANGELO DUNDEE	 (rhetorical) What do you expect us to do, Don?	DON KING	 (moves close to Ali) Muhammad. Find a way to get George to stay. Be Moses in reverse: do NOT let my people go! Stay the fuck right here, in Egypt, if you'll pardon my Swahili.	Ali 
DON KING	 How right you are, my suspicious and short Italian brother. And my fiduciary responsibility to this first all-black promotion is like a garden in the African sun. It must grow! It must bloom! It cannot flower in the gloom and shade of postponement to some dome. Like the Astrodome, the Super-dome, any dome outta Zaire, where it be deprived of light and bled of water. 'Cause what gonna bleed...is money. A hemorrhage of cash. (sees it all) ...blood on the floor. Double hotel costs. Double travel costs. Airplanes. Food and beverage...	ANGELO DUNDEE	 (rhetorical) What do you expect us to do, Don?	DON KING	 (moves close to Ali) Muhammad. Find a way to get George to stay. Be Moses in reverse: do NOT let my people go! Stay the fuck right here, in Egypt, if you'll pardon my Swahili.	BINGHAM	 L-l-l-lingala.	Ali 
ANGELO DUNDEE	 (rhetorical) What do you expect us to do, Don?	DON KING	 (moves close to Ali) Muhammad. Find a way to get George to stay. Be Moses in reverse: do NOT let my people go! Stay the fuck right here, in Egypt, if you'll pardon my Swahili.	BINGHAM	 L-l-l-lingala.	DON KING	 What?	Ali 
DON KING	 Who cares?	ANGELO DUNDEE	 (pissed, dissed big) If George goes? You forfeit five million. You crawl back to Cincinnati. You ain't promotin' a charity raffle...	DON KING	 (irrepressible) If George goes? George goes, my champion, I will get you Joe Frazier. Ali-Frazier III...the			Ali 
ANGELO DUNDEE	 (pissed, dissed big) If George goes? You forfeit five million. You crawl back to Cincinnati. You ain't promotin' a charity raffle...	DON KING	 (irrepressible) If George goes? George goes, my champion, I will get you Joe Frazier. Ali-Frazier III...the					Ali 
ALI (CONT'D)	 That's right. He did three rounds. Knew he was gonna lose to Muhammad Ali and knocked hisself out. And I predict that whenever the fight is set, he might not show up!	DON KING	 (double entendre) You bad!	ALI	 I'm a bad man!	DON KING	 Ain't no doubt about it.	Ali 
ALI (CONT'D)	 The whole world was gonna know. But, now, he ain't gonna show. That's why he knocked hisself out when he was training.	DON KING	 (laughs to dismiss Ali) We will reschedule the fight, and to ensure George is ready, we are thinking of postponing from September 24th to October 30th.	REPORTER	 What about the concert, Don?	DON KING	 That would go off as planned on September 22nd and 23rd.	Ali 
DON KING	 That would go off as planned on September 22nd and 23rd.	ALI	 (skeptical) Uh-huh. I want all helicopters guarded! Private boats. Private jets. I want the airport -- I'm serious -- I want President Mobutu and all his paratroopers. Mobutu and all his paratroopers. I want all of you "Zaireans" to be on guard! Watch all strange boats tryin' to slip away! They might be takin' him out.	ANGELO DUNDEE	 The bus station. It's Ali kidding on the square. A serious point delivered not seriously to be taken seriously.	ALI	 Yeah. Watch the bus station. Watch everything! Elephant caravans. He might sneak out by elephant.	Ali 
DON KING	 I ain't talkin' to you!	ALI	 (to King) Hey!!!	ALI (CONT'D)	 Don't talk to Angelo like that! Don't you talk to him like that ever again!!!	ALI (CONT'D)	 You think you're callin' these shots, Don? You're not.	Ali 
ALI	 Like the sports car.	VERONICA	 (laughs) Yes.	ALI	 But with a little something extra. (beat) Veronica, I know you now. C'mere, sit down.	ALI (CONT'D)	 You with Don?	Ali 
VERONICA	 (laughs) Yes.	ALI	 But with a little something extra. (beat) Veronica, I know you now. C'mere, sit down.	ALI (CONT'D)	 You with Don?	VERONICA	 Don brought me here, but I'm not "with"...anybody.	Ali 
VERONICA	 L.A. But my people are from Louisiana. We're Creole. So I'm African, French, Spanish, my mother's grandfather was Jewish.	ALI	 (looking at her admiringly) Well...they all came together real nice.	VERONICA	 You know... (hesitating; low) ...I'm glad you said what you did. You made sure this fight stays here.	ALI	 All them writers in there think Foreman gonna...kill me! (eyes go wide) What you think?	Ali 
ALI	 (looking at her admiringly) Well...they all came together real nice.	VERONICA	 You know... (hesitating; low) ...I'm glad you said what you did. You made sure this fight stays here.	ALI	 All them writers in there think Foreman gonna...kill me! (eyes go wide) What you think?	VERONICA	 Ali, boma ye.	Ali 
VERONICA	 You know... (hesitating; low) ...I'm glad you said what you did. You made sure this fight stays here.	ALI	 All them writers in there think Foreman gonna...kill me! (eyes go wide) What you think?	VERONICA	 Ali, boma ye.	PLIMPTON TYPE	 ...she's an African "succubus." Means witch doctor.	Ali 
