A WOMAN		JO	 I'm requesting... I'm... Captain, I'd like to request that I be the attorney assigned to rep -- I'd like to request that it be myself who is assigned to represent -- (she stops) "That it be myself who is assigned to represent"? ...Good, Jo, that's confidence inspiring.	UNITED STATES NAVY - JUDGE ADVOCATE GENERAL'S CORPS				A Few Good Men 
HAMMAKER	 Sir, he said that Santiago wasn't to be touched.	ROSS	 (to KAFFEE) Your witness.	KAFFEE	 Corporal Hammaker, were you in Dawson and Downey's barracks room ten minutes after this meeting?	HAMMAKER	 No sir.	A Few Good Men 
KAFFEE	 The defense is willing to concede that all 23 witnesses will testify substantially as Corporal Hammaker did, if the Government is willing to concede that none of them were in Dawson and Downey's room at 16:20 on August 6th.	RANDOLPH	 (to ROSS) Lieutenant?	ROSS	 The Government'll agree to the stipulation, sir.	RANDOLPH	 Then we'll adjourn for the day. You can call your next witness in the morning.	A Few Good Men 
KAFFEE	 What might some of those conditions be?	STONE	 (beat) If a person had a coronary disorder... or a cerebral disorder, the process would be more rapid.	KAFFEE	 Commander, if I had a coronary condition, and a perfectly clean rag was placed in my mouth, and the rag was accidentally pushed too far down, is it possible that my cells would continue burning sugar after the rag was taken out?	STONE	 It would have to be a very serious condition.	A Few Good Men 
KAFFEE	 Chest pains?	STONE	 (beat) Yes.	KAFFEE	 Shortness of breath?	STONE	 Yes.	A Few Good Men 
KAFFEE	 This in an order for Private Santiago to be put on restricted duty. Would you read your hand written remarks at the bottom of the page, please, sir.	STONE	 (reading) "Initial testing negative. Patient complains of chest pains, shortness of breath, and fatigue. Restricted from running distances over five miles for one week."	KAFFEE	 Commander, isn't it possible that Santiago had a serious coronary condition, and it was that condition, and not some mysterious poison, that caused the accelerated chemical reaction?	STONE	 No. I personally give the men a physical examination every three months. And every three months Private Santiago got a clean bill of health.	A Few Good Men 
KAFFEE	 Alright. Everybody take the night off.	SAM	 (continuing) I apologize, I, --	KAFFEE	 It's alright. We've been working 20 hour days for three and a half weeks straight. Take the night off. Go see your wife, see your daughter. Jo, do whatever it is you do when you're not here. What day is tomorrow?	SAM	 Saturday.	A Few Good Men 
SAM	 Why do you like them so much?	JO	 (pause) 'Cause they stand on a wall. (beat) And they say "Nothing's gonna hurt you tonight. Not on my watch."	SAM	 Don't worry about the doctor. This trial starts Monday.			A Few Good Men 
JO	 15 days.	KAFFEE	 (pause) Well, you sure hustled the shit outta him.	JO	 After that, they moved me to internal affairs.	KAFFEE	 Tough to blame them.	A Few Good Men 
KAFFEE	 I do.	JO	 No you don't. (beat) I think you're an exceptional lawyer. I watch the jurors, they respond to you, they like you. I see you convincing them. I think Dawson and Downey are gonna end up owing their lives to you.	KAFFEE	 (pause) Jo... I think you have to prepare yourself for the fact that we're gonna lose. (beat) Ross's opening speech, it was all true. (beat) I mean, let's pretend for a minute that it would actually matter to this jury that the guys were given an order. We can't prove it ever happened. (beat) We'll keep doing what we're doing, and we'll put on a show, but at the end of the day, all we have is the testimony of two people accused of murder.	JO	 We'll find Markinson.	A Few Good Men 
JO	 No you don't. (beat) I think you're an exceptional lawyer. I watch the jurors, they respond to you, they like you. I see you convincing them. I think Dawson and Downey are gonna end up owing their lives to you.	KAFFEE	 (pause) Jo... I think you have to prepare yourself for the fact that we're gonna lose. (beat) Ross's opening speech, it was all true. (beat) I mean, let's pretend for a minute that it would actually matter to this jury that the guys were given an order. We can't prove it ever happened. (beat) We'll keep doing what we're doing, and we'll put on a show, but at the end of the day, all we have is the testimony of two people accused of murder.	JO	 We'll find Markinson.	KAFFEE	 Jo, we're gonna lose. And we're gonna lose huge.	A Few Good Men 
HOWARD	 No sir.	KAFFEE	 (beat) Never?	HOWARD	 No, sir.	KAFFEE	 You got a code red 'cause your palms were sweaty. Why didn't Santiago, this burden to his unit, ever get one?	A Few Good Men 
HOWARD	 Yes sir.	ROSS	 Good. (hands him the book) Would you turn to the chapter that deals with code reds, please.	HOWARD	 Sir?	ROSS	 Just flip to the page in that book that discusses code reds.	A Few Good Men 
ROSS	 No? Corporal Howard, I'm a marine. Is their no book, no manual or pamphlet, no set of orders or regulations that let me know that, as a marine, one of my duties is to perform code reds?	HOWARD	 (pause) No sir. No books, sir.	ROSS	 No further questions.	KAFFEE	 Corporal, would you turn to the page in this book that says where the enlisted men's mess hall is?	A Few Good Men 
RANDOLPH	 Corporal Howard, you can step down.	HOWARD	 (greatly relieved) Thank you, sir.					A Few Good Men 
KAFFEE	 That's probably a good idea.	JO	 (into phone) This is Lt. Commander Joanne Galloway. My clearance code is 411273.	KAFFEE	 Clearance code?	JO	 Thank you.	A Few Good Men 
JO	 Thank you.	KAFFEE	 (to SAM) I don't have a clearance code. Do you have a --	JO	 (into phone) It's Jo Galloway. I need to secure a witness.	KAFFEE	 He also said that Jessep's lying about the transportation off the base. Jessep said six the next morning was the first flight Santiago could've left on, Markinson says there was a plane that left seven hours earlier.	A Few Good Men 
KAFFEE	 (to SAM) I don't have a clearance code. Do you have a --	JO	 (into phone) It's Jo Galloway. I need to secure a witness.	KAFFEE	 He also said that Jessep's lying about the transportation off the base. Jessep said six the next morning was the first flight Santiago could've left on, Markinson says there was a plane that left seven hours earlier.	JO	 Damn.	A Few Good Men 
KAFFEE	 Jo, don't get crazy about this. We don't know who Markinson is. We don't know what the log book's gonna say. You just concentrate on Downey. I'm gonna talk to Ross and tell him where we are.	JO	 (sing-song) "Kaffee's got his case now, Kaffee's got his case now."	KAFFEE	 You are like seven of the strangest women I have ever met.			A Few Good Men 
KAFFEE	 Thanks, Jack. And I wanna tell you that I think the whole fuckin' bunch of you are certifiably insane. And this code of honor of yours makes me wanna beat the shit outta something.	ROSS	 Don't you dare lump me in with Jessep and Markinson and Kendrick because we wear the same uniform. I'm your friend, Danny, and I'm telling you, I don't think your clients belong in jail. But I don't get to make that decision. I represent the Government of the United States. Without passion or prejudice. And my client has a case. (pause) I want you to acknowledge that the judge advocate has made you aware of the possible consequences involved in accusing a marine officer of a felony without proper evidence.	KAFFEE	 I've been so advised.	ROSS	 You got bullied into that courtroom, Danny. By everyone. By Dawson, by Galloway, shit, I practically dared you. Not for a second have you believed you could win. You got bullied into that room by the memory of a dead lawyer.	A Few Good Men 
ROSS	 You got bullied into that courtroom, Danny. By everyone. By Dawson, by Galloway, shit, I practically dared you. Not for a second have you believed you could win. You got bullied into that room by the memory of a dead lawyer.	KAFFEE	 (pause) You're a lousy softball player, Jack.	ROSS	 Your boys are going down. I can't stop it anymore.			A Few Good Men 
ROSS	 Objection. Argumentative.	RANDOLPH	 Sustained. (to KAFFEE) Watch yourself, counselor.	KAFFEE	 Did you report Private Barnes to your superiors?	KENDRICK	 I remember thinking very highly of Private Barnes, and not wanting to see his record tarnished by a formal charge.	A Few Good Men 
KAFFEE	 Wouldn't this form of discipline be considered a code red?	KENDRICK	 (beat) Not necessarily.	KAFFEE	 If I called the other 8000 men at Guantanamo Bay to testify, would they consider it a Code Red?	ROSS	 Please the court, the witness can't possibly testify as to what 8000 other men would say. We object to this entire line of questioning as argumentative and irrelevant badgering of the witness.	A Few Good Men 
ROSS	 Thank you judge.	KAFFEE	 Lieutenant, was Dawson given a rating of Below Average on this last fitness report because you learned held been sneaking food to Private Barnes? (to ROSS) Not so fast. (to KENDRICK) Lieutenant?	KENDRICK	 Corporal Dawson was found to be Below Average because he committed a crime.	KAFFEE	 What crime did he commit? (beat) Lieutenant Kendrick? (beat) Dawson brought a hungry guy some food. What crime did he commit?	A Few Good Men 
KENDRICK	 Corporal Dawson was found to be Below Average because he committed a crime.	KAFFEE	 What crime did he commit? (beat) Lieutenant Kendrick? (beat) Dawson brought a hungry guy some food. What crime did he commit?	KENDRICK	 He disobeyed an order.	KAFFEE	 And because he did, because he exercised his own set of values, because he made a decision about the welfare of a marine that was in conflict with an order of yours, he was punished, is that right?	A Few Good Men 
KENDRICK	 Corporal Dawson disobeyed an order.	KAFFEE	 Yeah, but it wasn't a order, was it? After all, it's peacetime. He wasn't being asked to secure a hill... or advance on a beachhead. I mean, surely a marine of Dawson's intelligence can be trusted to determine on his own, which are the really important orders, and which orders might, say, be morally questionable. (beat) Lt. Kendrick? (beat) Can he? Can Corporal Dawson determine on his own which orders he's gonna follow? (pause)	KENDRICK	 No, he can not.	KAFFEE	 A lesson he learned after the Curtis Barnes incident, am I right?	A Few Good Men 
MARKINSON	 Why the hell did you think it would be?!!	KAFFEE	 What are you telling me? (beat) He fixed the log book?	KAFFEE	 (continuing) Well, maybe he can make it so a plane didn't take off, but I can sure as hall prove that one landed. I'll get the log book from Andrews.	KAFFEE	 (continuing; beat) He made an entire flight disappear?	A Few Good Men 
KAFFEE	 (continuing; beat) He made an entire flight disappear?	MARKINSON	 Nathan Jessep is about to be named Director of Operations for the National Security Council. You don't get to that position without knowing how to side-step a few land mines. (beat) And putting me on the stand isn't gonna make him step on one.	KAFFEE	 You're taking the stand. Thursday.			A Few Good Men 
DOWNEY	 You think they'll let us go back to our platoon soon, ma'am?	JO	 (pause) Absolutely.					A Few Good Men 
DOWNEY	 A code red was ordered by my platoon commander, Lt. Jonathan James Kendrick.	KAFFEE	 Thank you. (to ROSS) Your witness.	ROSS	 Private, for the week of 2 August, the switch log has you down at Post 39, is that correct?	DOWNEY	 I'm sure it is, sir, they keep that log pretty good.	A Few Good Men 
ROSS	 If you didn't make it back to your barracks until 16:45, then how could you be in your room at 16:20?	DOWNEY	 (pause) You see sir, there was a flat tire.	ROSS	 Private, did you ever actually hear Lt. Kendrick order a Code Red?	DOWNEY	 (pause) No, sir.	A Few Good Men 
ROSS	 Private, did you ever actually hear Lt. Kendrick order a Code Red?	DOWNEY	 (pause) No, sir.	JO	 Please the court, I'd like to request a recess in order to confer with my client.	ROSS	 Why did you go into Santiago's room?	A Few Good Men 
ROSS	 The witness has been read his rights, commander.	DOWNEY	 (confused) Hal?	RANDOLPH	 The question will be repeated.	ROSS	 Why did you go into Santiago's room?	A Few Good Men 
JO	 Are you drunk?	KAFFEE	 (a simple answer) Pretty much. Yeah.	JO	 (pause) I'll make a pot of coffee. We have a long night's work ahead.	KAFFEE	 She's gonna make coffee. That's nice. (beat) He wasn't in his room. (Kaffee's amazed) He wasn't even there. (beat) That was an important piece of information, don't you think?	A Few Good Men 
KAFFEE	 (a simple answer) Pretty much. Yeah.	JO	 (pause) I'll make a pot of coffee. We have a long night's work ahead.	KAFFEE	 She's gonna make coffee. That's nice. (beat) He wasn't in his room. (Kaffee's amazed) He wasn't even there. (beat) That was an important piece of information, don't you think?	JO	 (pause) Danny, it was just a setback. I'm sorry. But we'll fix it and then move on to Markinson.	A Few Good Men 
JO	 (pause) I'll make a pot of coffee. We have a long night's work ahead.	KAFFEE	 She's gonna make coffee. That's nice. (beat) He wasn't in his room. (Kaffee's amazed) He wasn't even there. (beat) That was an important piece of information, don't you think?	JO	 (pause) Danny, it was just a setback. I'm sorry. But we'll fix it and then move on to Markinson.	KAFFEE	 Markinson's dead.	A Few Good Men 
KAFFEE	 She's gonna make coffee. That's nice. (beat) He wasn't in his room. (Kaffee's amazed) He wasn't even there. (beat) That was an important piece of information, don't you think?	JO	 (pause) Danny, it was just a setback. I'm sorry. But we'll fix it and then move on to Markinson.	KAFFEE	 Markinson's dead.	KAFFEE	 (continuing) You really gotta hand it to those Federal Marshals, boy. (he almost has to laugh) It's not like he hanged himself by his shoelaces or slashed his wrists with a concealed butter knife. This guy got, into full dress uniform, stood in the middle of that room, drew a nickle plated pistol from his holster, and fired a bullet into his mouth.	A Few Good Men 
JO	 Look, we'll go to Randolph in the morning and make a motion for a continuance. 24 hours.	KAFFEE	 (beat) Why would we want to do that?	JO	 To subpoena Colonel Jessep.	KAFFEE	 What?	A Few Good Men 
KAFFEE	 No. I won't listen to you and I won't hear you out. Your passion is comforting, Jo. It's also useless. Private Downey needed a trial lawyer today.	JO	 (pause) You chicken-shit. You're gonna use what happened today as an excuse to give up.	KAFFEE	 It's over!	JO	 Why did you ask Jessep for the transfer order?	A Few Good Men 
JO	 You put him on the stand and you get it from him!	KAFFEE	 Yes. No problem. We get it from him. (to SAM) Colonel, isn't it true that you ordered the Code Red on Santiago?	SAM	 Look, we're all a little --	KAFFEE	 I'm sorry, your time's run out. What do we have for the losers, Judge? Well, for our defendants it's a lifetime at exotic Fort Levenworth. And for defense counsel Kaffee? That's right -- it's -- a court -- martial. Yes, Johnny, after falsely accusing a marine officer of conspiracy, Lt. Kaffee will have a long and prosperous career teaching typewriter maintenance at the Rocco Columbo School for Women. Thank you for playing "Should We or Should-We-Not Follow the Advice of the Galacticly Stupid".	A Few Good Men 
SAM	 Don't do this to yourself.	KAFFEE	 I'll bet he is. I'll bet he bores the shit outta the neighbors and the relatives. "Sam, made Law Review. He's got a big case he's making -- He's arguing making an argument." (pause) I think my father would've enjoyed seeing me graduate from law school. (beat) I think he would've liked that... an awful lot.	SAM	 Did I ever tell you that I wrote a paper on your father in college?	KAFFEE	 Yeah?	A Few Good Men 
JO	 What?	KAFFEE	 (looking around) I need my bat. I think better with my bat. Where's my bat?	JO	 I put it in the closet.	KAFFEE	 You put it in the closet.	A Few Good Men 
KAFFEE	 I think he's gonna have his hands full today.	JO	 Listen. (beat) Danny. (beat) When you're out there. If it's not gonna happen he's not gonna say it (beat) ...don't go for it.	JO	 (continuing) If you feel like... if you feel like... You could get in trouble. (beat) I'm special counsel for internal affairs, and I'm telling you, you could get in a lot of trouble.	KAFFEE	 Why Lt. Commander Galloway... are you suggesting I back off a material witness?	A Few Good Men 
KAFFEE	 Why Lt. Commander Galloway... are you suggesting I back off a material witness?	JO	 If you think you can't get him. (beat) Yeah.	KAFFEE	 Do you think I can get him?	JO	 (beat) I think it doesn't matter what I think. I'm an administrator. (beat) I can't seem to defend people.	A Few Good Men 
KAFFEE	 Do you think I can get him?	JO	 (beat) I think it doesn't matter what I think. I'm an administrator. (beat) I can't seem to defend people.	KAFFEE	 You're my hero, Joanne. (beat) From the first day, you were a lawyer. (beat) Live with that.	SERGEANT AT ARMS (V.O.)	 All rise.	A Few Good Men 
JO	 (beat) I think it doesn't matter what I think. I'm an administrator. (beat) I can't seem to defend people.	KAFFEE	 You're my hero, Joanne. (beat) From the first day, you were a lawyer. (beat) Live with that.	SERGEANT AT ARMS (V.O.)	 All rise.			A Few Good Men 
RANDOLPH	 (to KAFFEE) Call your witness.	KAFFEE	 Where's Sam?	JO	 He'll be here.			A Few Good Men 
KAFFEE	 I notice you're wearing your Class A appearance in dress uniform for court today.	JESSEP	 (continuing) As are you, Lieutenant.	KAFFEE	 Did you wear that uniform on the plane?	ROSS	 Please the Court, is this dialogue relevant to anything in particular?	A Few Good Men 
ROSS	 Your honor.	KAFFEE	 (to ROSS) Is the Colonel's underwear a matter of national security?	RANDOLPH	 Gentlemen. (to KAFFEE) You better get somewhere fast with this, Lieutenant.	KAFFEE	 Yes sir. Colonel?	A Few Good Men 
KAFFEE	 (to ROSS) Is the Colonel's underwear a matter of national security?	RANDOLPH	 Gentlemen. (to KAFFEE) You better get somewhere fast with this, Lieutenant.	KAFFEE	 Yes sir. Colonel?	JESSEP	 I brought a change of clothes and some personal items.	A Few Good Men 
RANDOLPH	 I'm gonna put a stop to this now.	KAFFEE	 Your honor, these are the telephone records from GITMO for August 6th. And these are 14 letters that Santiago wrote in nine months requesting, in fact begging, for a transfer. (to JESSEP) Upon hearing the news that he was finally getting his transfer, Santiago was so excited, that do you know how many people he called? Zero. Nobody. Not one call to his parents saying he was coming home. Not one call to a friend saying can you pick me up at the airport. He was asleep in his bed at midnight, and according to you he was getting on a plane in six hours, yet everything he owned was hanging neatly in his closet and folded neatly in his footlocker. You were leaving for one day and you packed a bag and made three phone calls. Santiago was leaving for the rest of his life, and he hadn't called a soul and he hadn't packed a thing. Can you explain that? The fact is there was no transfer order. Santiago wasn't going anywhere, isn't that right, Colonel.	ROSS	 Object. Your Honor, it's obvious that Lt. Kaffee's intention this morning is to smear a high ranking marine officer in the desperate hope that the mere appearance of impropriety will win him points with the jury. It's my recommendation, sir, that Lt. Kaffee receive an official reprimand from the bench, and that the witness be excused with the Court's deepest apologies.	RANDOLPH	 (pause) Overruled.	A Few Good Men 
ROSS	 Object. Your Honor, it's obvious that Lt. Kaffee's intention this morning is to smear a high ranking marine officer in the desperate hope that the mere appearance of impropriety will win him points with the jury. It's my recommendation, sir, that Lt. Kaffee receive an official reprimand from the bench, and that the witness be excused with the Court's deepest apologies.	RANDOLPH	 (pause) Overruled.	ROSS	 Your honor --	RANDOLPH	 The objection's noted.	A Few Good Men 
RANDOLPH	 The objection's noted.	KAFFEE	 (beat) Colonel?	KAFFEE	 (continuing) Is this funny, sir?	JESSEP	 No. It's not. It's tragic.	A Few Good Men 
KAFFEE	 Do you have an answer?	JESSEP	 Absolutely. My answer is I don't have the first damn clue. Maybe he was an early morning riser and he liked to pack in the nq. And maybe he didn't have any friends. I'm an educated man, but I'm afraid I can't speak intelligently about the travel habits of William Santiago.  What I do know is that he was set to leave the base at 0600. Now are these really the questions I was called here to answer? Phone calls and footlockers? Please tell me you've got something more, Lieutenant. Please tell me there's an ace up your sleeve. These two marines are on trial for their lives. Please tell me their lawyer hasn't pinned their hopes to a phone bill. (beat) Do you have any other questions for me, counselor?	RANDOLPH	 Lt. Kaffee?	RANDOLPH	 (continuing) Lieutenant, do you have anything further for this witness?	A Few Good Men 
RANDOLPH	 (continuing) Lieutenant, do you have anything further for this witness?	JESSEP	 (standing) Thanks, Danny. I love Washington.	KAFFEE	 Excuse me, I didn't dismiss you.	JESSEP	 I beg your pardon.	A Few Good Men 
KAFFEE	 What's that?	JESSEP	 (to RANDOLPH) I'd appreciate it if he addressed me as Colonel or Sir. I believe I've earned it.	RANDOLPH	 Defense counsel will address the witness as Colonel or Sir.	JESSEP	 (to RANDOLPH) I don't know what the hell kind of an outfit you're running here.	A Few Good Men 
RANDOLPH	 Defense counsel will address the witness as Colonel or Sir.	JESSEP	 (to RANDOLPH) I don't know what the hell kind of an outfit you're running here.	RANDOLPH	 And the witness will address this Court as Judge or Your Honor. I'm quite certain I've earned it. Take your seat, Colonel.	JESSEP	 (continuing) What would you like to discuss now! My favorite color?	A Few Good Men 
RANDOLPH	 And the witness will address this Court as Judge or Your Honor. I'm quite certain I've earned it. Take your seat, Colonel.	JESSEP	 (continuing) What would you like to discuss now! My favorite color?	KAFFEE	 Colonel, the six a.m. flight, was the first one off the base?	JESSEP	 Yes.	A Few Good Men 
RANDOLPH	 I don't understand. You're admitting evidence of a flight that never existed?	KAFFEE	 We believe it did, sir. (glancing at the paper, then motioning to the AIRMEN) Defense'll be calling Airman Cecil O'Malley and Airman Anthony Perez. They were working the ground crew at Andrews at two a.m. on the seventh.	ROSS	 Your Honor, these men weren't on the list. Rebuttal witnesses, Your Honor, called specifically to refute testimony offered under direct examination.	RANDOLPH	 I'll allow the witnesses.	A Few Good Men 
KAFFEE	 But that's not what you said. You said he was being transferred because he was in grave danger.	JESSEP	 (pause) Yes. That's correct, but --	KAFFEE	 You said, "He was in danger". I said, "Grave danger". You said --	JESSEP	 Yes, I recall what --	A Few Good Men 
JESSEP	 I know what I said. I don't need it read back to me like I'm a damn --	KAFFEE	 Then why the two orders? (beat) Colonel? (beat) Why did you --	JESSEP	 Sometimes men take matters into their own hands.	KAFFEE	 No sir. You made it clear just a moment ago that your men never take matters into their own hands. Your men follow orders or people die. So Santiago shouldn't have been in any danger at all, should he have, Colonel?	A Few Good Men 
JESSEP	 (continuing) Son, we live in a world that has walls. And those walls have to be guarded by men with guns. Who's gonna do it? You? You, Lt. Weinberg? I have a greater responsibility than you can possibly fathom. You weep for Santiago and you curse the marines. You have that luxury. You have the luxury of not knowing what I know: That Santiago's death, while tragic, probably saved lives. And my existence, while grotesque and incomprehensible to you, saves lives. (beat) You don't want the truth. Because deep down, in places you don't talk about at parties, you want me on that wall. You need me there. (boasting) We use words like honor, code, loyalty... we use these words as the backbone to a life spent defending something. You use 'em as a punchline. (beat) I have neither the time nor the inclination to explain myself to a man who rises and sleeps under the blanket of the very freedom I provide, then questions the manner in which I provide it. I'd prefer you just said thank you and went on your way. Otherwise, I suggest you pick up a weapon and stand a post. Either way, I don't give a damn what you think you're entitled to.	KAFFEE	 (quietly) Did you order the code red?	JESSEP	 (beat) I did the job you sent me to do.	KAFFEE	 Did you order the code red?	A Few Good Men 
KAFFEE	 (quietly) Did you order the code red?	JESSEP	 (beat) I did the job you sent me to do.	KAFFEE	 Did you order the code red?	JESSEP	 (pause) You're goddamn right I did.	A Few Good Men 
KAFFEE	 Did you order the code red?	JESSEP	 (pause) You're goddamn right I did.	KAFFEE	 Please the court, I suggest the jury be dismissed so that we can move to an immediate Article 39a Session. The witness has rights.	RANDOLPH	 Lt. Ross?	A Few Good Men 
RANDOLPH	 Lt. Ross?	KAFFEE	 (as a friend) Jack.	RANDOLPH	 The Sergeant at Arms will take the jury to an ante-room where you'll wait until further instruction.	JESSEP	 What the hell's going on?	A Few Good Men 
ROSS	 Colonel Jessep, you have the right to remain silent. Any statement you do make can be used against you in a trial by court-martial or other judicial or administrative proceeding. You have the right...	JESSEP	 I'm being charged with a crime? I'm -- that's what this is -- (to Ross) Marine! (Ross keeps going) Marine!! (Ross is doing his job.) I'm being charged with a crime? I'm -- that's what's happening? This -- I'm -- this is funny, you know that, this is --	JESSEP	 (continuing; to Kaffee) I'm gonna tear your eyes right outta your head and piss in your dead skull. You fucked with the wrong marine.	ROSS	 Colonel Jessep, do you understand those rights as I have just read then to you?	A Few Good Men 
JESSEP	 (continuing) You fuckin' people. (beat) You have no idea how to defend a nation. (continuing; to KAFFEE) All you did was weaken a country today, Kaffee. That's all you did. You put people in danger. Sweet dreams, son.	KAFFEE	 Don't call me son. (beat) I'm a lawyer, and an officer of the United States Navy. And you're under arrest you sonofabitch.	KAFFEE	 (continuing) The witness is excused.			A Few Good Men 
JURY FOREMAN	 We have, sir.	RANDOLPH	 (reading) On the charge of Murder, the Members find the defendants Not Guilty.	RANDOLPH	 (continuing; reading) On the charge of Conspiracy to Commit Murder, the Members find the defendants Not Guilty.	RANDOLPH	 (continuing) On the charge of Conduct Unbecoming a United States Marine, the members find the defendants Guilty as Charged.	A Few Good Men 
DAWSON	 Sir!	KAFFEE	 (pause) You don't need to wear a patch on your arm to have honor.	DAWSON	 Ten-hut.	DAWSON	 (continuing) There's an officer on deck.	A Few Good Men 
KAFFEE	 Just pretty much generally annoying people?	JO	 Yeah. (pause) So what do you say? How 'bout a celebration?	KAFFEE	 No. How 'bout a date. A real date. Dinner. Attractive clothes. The works.	JO	 Sounds good.  Who do you think I should call?	A Few Good Men 
JO	 What are you gonna do now?	KAFFEE	 I'm gonna get started on Henry Williamson. (beat) Stand my post for a while.	JO	 Wear matching socks.	THE END		A Few Good Men 
